week;kvregion;region;specialization;gender;age_group;insurancecode;insurancetype;risk_groups;absolute;extrapolated
2024-40;Baden-Württemberg;Region Süd;03;m;60-199;89111;GKV;Diabetes T2;14;870
2024-40;Baden-Württemberg;Region Süd;03;m;60-199;89111;GKV;Hypertonie;40;2485
2024-40;Baden-Württemberg;Region Süd;03;m;60-199;89112;GKV;;2;124
2024-40;Baden-Württemberg;Region Süd;03;m;60-199;89112;GKV;;3;186
2024-40;Baden-Württemberg;Region Süd;03;m;60-199;89112;GKV;Chronische Herzkreislauf;2;124
2024-40;Baden-Württemberg;Region Süd;03;m;60-199;89112;GKV;Diabetes T2;1;62
2024-40;Baden-Württemberg;Region Süd;03;m;60-199;89112;GKV;Hypertonie;1;62
2024-40;Bayern;Region Süd;01;f;0-29;375;PKV;;2;94
2024-40;Bayern;Region Süd;01;f;0-29;89112;GKV;;6;283
2024-40;Bayern;Region Süd;01;f;0-29;89112Z;GKV;;5;236
2024-40;Bayern;Region Süd;01;f;30-59;2;PKV;;1;47
2024-40;Bayern;Region Süd;01;f;30-59;3501;PKV;Asthma;1;47
2024-40;Bayern;Region Süd;01;f;30-59;375;PKV;;9;424
2024-40;Bayern;Region Süd;01;f;30-59;89111;GKV;;1;47
2024-40;Bayern;Region Süd;01;f;30-59;89111;GKV;;7;330
2024-40;Bayern;Region Süd;01;f;30-59;89112;GKV;;1;47
2024-40;Bayern;Region Süd;01;f;30-59;89112;GKV;Chronische Herzkreislauf;1;47
2024-40;Bayern;Region Süd;01;f;30-59;89112;GKV;Diabetes T1;1;47
2024-40;Bayern;Region Süd;01;f;30-59;89112;GKV;;26;1226
2024-40;Bayern;Region Süd;01;f;30-59;89112;GKV;Asthma;3;141
2024-40;Bayern;Region Süd;01;f;30-59;89112;GKV;Chronische Herzkreislauf;2;94
2024-40;Bayern;Region Süd;01;f;30-59;89112;GKV;Chronische Leberkrankheit;3;141
2024-40;Bayern;Region Süd;01;f;30-59;89112;GKV;Diabetes T2;7;330
2024-40;Bayern;Region Süd;01;f;30-59;89112;GKV;Hypertonie;6;283
2024-40;Bayern;Region Süd;01;f;30-59;89112Z;GKV;;1;47
2024-40;Bayern;Region Süd;01;f;30-59;89112Z;GKV;Asthma;1;47
2024-40;Bayern;Region Süd;01;f;30-59;89112Z;GKV;Hypertonie;1;47
2024-40;Bayern;Region Süd;01;f;30-59;89112Z;GKV;;32;1509
2024-40;Bayern;Region Süd;01;f;30-59;89112Z;GKV;Asthma;3;141
2024-40;Bayern;Region Süd;01;f;30-59;89112Z;GKV;Hypertonie;3;141
2024-40;Bayern;Region Süd;01;f;60-199;0V;PKV;;1;47
2024-40;Bayern;Region Süd;01;f;60-199;1;PKV;;1;47
2024-40;Bayern;Region Süd;01;f;60-199;1;PKV;;1;47
2024-40;Bayern;Region Süd;01;f;60-199;2;PKV;;2;94
2024-40;Bayern;Region Süd;01;f;60-199;375;PKV;;32;1509
2024-40;Bayern;Region Süd;01;f;60-199;375;PKV;Asthma;1;47
2024-40;Bayern;Region Süd;01;f;60-199;375;PKV;Chronische Leberkrankheit;1;47
2024-40;Bayern;Region Süd;01;f;60-199;375;PKV;Hypertonie;1;47
2024-40;Bayern;Region Süd;01;f;60-199;375;PKV;;2;94
2024-40;Bayern;Region Süd;01;f;60-199;375;PKV;;1;47
2024-40;Bayern;Region Süd;01;f;60-199;377;PKV;;3;141
2024-40;Bayern;Region Süd;01;f;60-199;7;PKV;;1;47
2024-40;Bayern;Region Süd;01;f;60-199;89111;GKV;;30;1414
2024-40;Bayern;Region Süd;01;f;60-199;89111;GKV;Asthma;2;94
2024-40;Bayern;Region Süd;01;f;60-199;89111;GKV;COPD;2;94
2024-40;Bayern;Region Süd;01;f;60-199;89111;GKV;Chronische Herzkreislauf;3;141
2024-40;Bayern;Region Süd;01;f;60-199;89111;GKV;Chronische Leberkrankheit;3;141
2024-40;Bayern;Region Süd;01;f;60-199;89111;GKV;Diabetes T2;5;236
2024-40;Bayern;Region Süd;01;f;60-199;89111;GKV;Hypertonie;23;1084
2024-40;Bayern;Region Süd;01;f;60-199;89111;GKV;;235;11078
2024-40;Bayern;Region Süd;01;f;60-199;89111;GKV;Asthma;31;1461
2024-40;Bayern;Region Süd;01;f;60-199;89111;GKV;COPD;26;1226
2024-40;Bayern;Region Süd;01;f;60-199;89111;GKV;Chronische Herzkreislauf;34;1603
2024-40;Bayern;Region Süd;01;f;60-199;89111;GKV;Chronische Leberkrankheit;30;1414
2024-40;Bayern;Region Süd;01;f;60-199;89111;GKV;Diabetes T1;2;94
2024-40;Bayern;Region Süd;01;f;60-199;89111;GKV;Diabetes T2;53;2498
2024-40;Bayern;Region Süd;01;f;60-199;89111;GKV;Hypertonie;141;6647
2024-40;Bayern;Region Süd;01;f;60-199;89112;GKV;;2;94
2024-40;Bayern;Region Süd;01;f;60-199;89112;GKV;Asthma;1;47
2024-40;Bayern;Region Süd;01;f;60-199;89112;GKV;Chronische Leberkrankheit;1;47
2024-40;Bayern;Region Süd;01;f;60-199;89112;GKV;Hypertonie;1;47
2024-40;Bayern;Region Süd;01;f;60-199;89112;GKV;;2;94
2024-40;Bayern;Region Süd;01;f;60-199;89112;GKV;Diabetes T2;1;47
2024-40;Bayern;Region Süd;01;f;60-199;89112;GKV;Hypertonie;1;47
2024-40;Bayern;Region Süd;01;f;60-199;89112Z;GKV;;4;189
2024-40;Bayern;Region Süd;01;m;0-29;89112;GKV;;7;330
2024-40;Bayern;Region Süd;01;m;0-29;89112Z;GKV;;5;236
2024-40;Bayern;Region Süd;01;m;30-59;1;PKV;;1;47
2024-40;Bayern;Region Süd;01;m;30-59;3;PKV;;1;47
2024-40;Bayern;Region Süd;01;m;30-59;375;PKV;;10;471
2024-40;Bayern;Region Süd;01;m;30-59;375;PKV;Chronische Herzkreislauf;1;47
2024-40;Bayern;Region Süd;01;m;30-59;375;PKV;Diabetes T2;1;47
2024-40;Bayern;Region Süd;01;m;30-59;375;PKV;Hypertonie;1;47
2024-40;Bayern;Region Süd;01;m;30-59;375;PKV;;1;47
2024-40;Bayern;Region Süd;01;m;30-59;375;PKV;;1;47
2024-40;Bayern;Region Süd;01;m;30-59;801;PKV;;1;47
2024-40;Bayern;Region Süd;01;m;30-59;89111;GKV;;1;47
2024-40;Bayern;Region Süd;01;m;30-59;89111;GKV;;3;141
2024-40;Bayern;Region Süd;01;m;30-59;89111;GKV;Diabetes T2;1;47
2024-40;Bayern;Region Süd;01;m;30-59;89111;GKV;Hypertonie;2;94
2024-40;Bayern;Region Süd;01;m;30-59;89112;GKV;;2;94
2024-40;Bayern;Region Süd;01;m;30-59;89112;GKV;;32;1509
2024-40;Bayern;Region Süd;01;m;30-59;89112;GKV;Asthma;4;189
2024-40;Bayern;Region Süd;01;m;30-59;89112;GKV;COPD;3;141
2024-40;Bayern;Region Süd;01;m;30-59;89112;GKV;Chronische Herzkreislauf;3;141
2024-40;Bayern;Region Süd;01;m;30-59;89112;GKV;Chronische Leberkrankheit;4;189
2024-40;Bayern;Region Süd;01;m;30-59;89112;GKV;Diabetes T2;7;330
2024-40;Bayern;Region Süd;01;m;30-59;89112;GKV;Hypertonie;12;566
2024-40;Bayern;Region Süd;01;m;30-59;89112Z;GKV;;2;94
2024-40;Bayern;Region Süd;01;m;30-59;89112Z;GKV;;31;1461
2024-40;Bayern;Region Süd;01;m;30-59;89112Z;GKV;Asthma;2;94
2024-40;Bayern;Region Süd;01;m;30-59;89112Z;GKV;Diabetes T1;1;47
2024-40;Bayern;Region Süd;01;m;30-59;89112Z;GKV;Hypertonie;1;47
2024-40;Bayern;Region Süd;01;m;60-199;0000;PKV;Diabetes T2;1;47
2024-40;Bayern;Region Süd;01;m;60-199;1;PKV;;1;47
2024-40;Bayern;Region Süd;01;m;60-199;1;PKV;;2;94
2024-40;Bayern;Region Süd;01;m;60-199;2;PKV;;1;47
2024-40;Bayern;Region Süd;01;m;60-199;2;PKV;;1;47
2024-40;Bayern;Region Süd;01;m;60-199;3561;PKV;Diabetes T2;1;47
2024-40;Bayern;Region Süd;01;m;60-199;375;PKV;;50;2357
2024-40;Bayern;Region Süd;01;m;60-199;375;PKV;Diabetes T2;1;47
2024-40;Bayern;Region Süd;01;m;60-199;375;PKV;Hypertonie;3;141
2024-40;Bayern;Region Süd;01;m;60-199;375;PKV;;2;94
2024-40;Bayern;Region Süd;01;m;60-199;375;PKV;;3;141
2024-40;Bayern;Region Süd;01;m;60-199;377;PKV;;6;283
2024-40;Bayern;Region Süd;01;m;60-199;5;PKV;;1;47
2024-40;Bayern;Region Süd;01;m;60-199;7;PKV;;1;47
2024-40;Bayern;Region Süd;01;m;60-199;7;PKV;;1;47
2024-40;Bayern;Region Süd;01;m;60-199;88345R;GKV;;1;47
2024-40;Bayern;Region Süd;01;m;60-199;89111;GKV;;13;613
2024-40;Bayern;Region Süd;01;m;60-199;89111;GKV;COPD;7;330
2024-40;Bayern;Region Süd;01;m;60-199;89111;GKV;Chronische Herzkreislauf;4;189
2024-40;Bayern;Region Süd;01;m;60-199;89111;GKV;Chronische Leberkrankheit;1;47
2024-40;Bayern;Region Süd;01;m;60-199;89111;GKV;Diabetes T2;6;283
2024-40;Bayern;Region Süd;01;m;60-199;89111;GKV;Hypertonie;17;801
2024-40;Bayern;Region Süd;01;m;60-199;89111;GKV;;168;7920
2024-40;Bayern;Region Süd;01;m;60-199;89111;GKV;Asthma;14;660
2024-40;Bayern;Region Süd;01;m;60-199;89111;GKV;COPD;20;943
2024-40;Bayern;Region Süd;01;m;60-199;89111;GKV;Chronische Herzkreislauf;72;3394
2024-40;Bayern;Region Süd;01;m;60-199;89111;GKV;Chronische Leberkrankheit;41;1933
2024-40;Bayern;Region Süd;01;m;60-199;89111;GKV;Diabetes T1;2;94
2024-40;Bayern;Region Süd;01;m;60-199;89111;GKV;Diabetes T2;65;3064
2024-40;Bayern;Region Süd;01;m;60-199;89111;GKV;Hypertonie;151;7118
2024-40;Bayern;Region Süd;01;m;60-199;89111;PKV;;1;47
2024-40;Bayern;Region Süd;01;m;60-199;89112;GKV;;1;47
2024-40;Bayern;Region Süd;01;m;60-199;89112;GKV;Chronische Herzkreislauf;1;47
2024-40;Bayern;Region Süd;01;m;60-199;89112;GKV;Diabetes T2;1;47
2024-40;Bayern;Region Süd;01;m;60-199;89112;GKV;Hypertonie;1;47
2024-40;Bayern;Region Süd;01;m;60-199;89112;GKV;;2;94
2024-40;Bayern;Region Süd;01;m;60-199;89112;GKV;COPD;1;47
2024-40;Bayern;Region Süd;01;m;60-199;89112;GKV;Chronische Herzkreislauf;1;47
2024-40;Bayern;Region Süd;01;m;60-199;89112;GKV;Diabetes T2;1;47
2024-40;Bayern;Region Süd;01;m;60-199;89112;GKV;Hypertonie;4;189
2024-40;Bayern;Region Süd;01;m;60-199;89112Z;GKV;;6;283
2024-40;Bayern;Region Süd;01;v;0-29;89112;GKV;;1;47
2024-40;Bayern;Region Süd;02;f;0-29;89112;GKV;;2;146
2024-40;Bayern;Region Süd;02;f;30-59;89112;GKV;;1;73
2024-40;Bayern;Region Süd;02;f;60-199;375;PKV;;2;146
2024-40;Bayern;Region Süd;02;f;60-199;89111;GKV;;10;730
2024-40;Bayern;Region Süd;02;f;60-199;89111;GKV;Asthma;1;73
2024-40;Bayern;Region Süd;02;f;60-199;89111;GKV;COPD;1;73
2024-40;Bayern;Region Süd;02;f;60-199;89111;GKV;Chronische Herzkreislauf;1;73
2024-40;Bayern;Region Süd;02;f;60-199;89111;GKV;Chronische Leberkrankheit;1;73
2024-40;Bayern;Region Süd;02;f;60-199;89111;GKV;Diabetes T2;1;73
2024-40;Bayern;Region Süd;02;f;60-199;89111;GKV;Hypertonie;7;511
2024-40;Bayern;Region Süd;02;m;0-29;89112;GKV;;1;73
2024-40;Bayern;Region Süd;02;m;0-29;89112Z;GKV;;1;73
2024-40;Bayern;Region Süd;02;m;30-59;375;PKV;;1;73
2024-40;Bayern;Region Süd;02;m;30-59;89111;GKV;;2;146
2024-40;Bayern;Region Süd;02;m;30-59;89112;GKV;;4;292
2024-40;Bayern;Region Süd;02;m;30-59;89112;GKV;Chronische Leberkrankheit;1;73
2024-40;Bayern;Region Süd;02;m;60-199;375;PKV;;4;292
2024-40;Bayern;Region Süd;02;m;60-199;375;PKV;;1;73
2024-40;Bayern;Region Süd;02;m;60-199;89111;GKV;;2;146
2024-40;Bayern;Region Süd;02;m;60-199;89111;GKV;;7;511
2024-40;Bayern;Region Süd;02;m;60-199;89111;GKV;Asthma;1;73
2024-40;Bayern;Region Süd;02;m;60-199;89111;GKV;Chronische Leberkrankheit;1;73
2024-40;Bayern;Region Süd;03;f;0-29;89112;GKV;;7;446
2024-40;Bayern;Region Süd;03;f;30-59;375;PKV;;1;64
2024-40;Bayern;Region Süd;03;f;30-59;89111;GKV;;1;64
2024-40;Bayern;Region Süd;03;f;30-59;89111;GKV;Hypertonie;1;64
2024-40;Bayern;Region Süd;03;f;30-59;89112;GKV;;2;127
2024-40;Bayern;Region Süd;03;f;30-59;89112;GKV;Asthma;1;64
2024-40;Bayern;Region Süd;03;f;30-59;89112;GKV;;11;700
2024-40;Bayern;Region Süd;03;f;30-59;89112;GKV;Asthma;3;191
2024-40;Bayern;Region Süd;03;f;30-59;89112;GKV;Diabetes T2;1;64
2024-40;Bayern;Region Süd;03;f;30-59;89112;GKV;Hypertonie;5;318
2024-40;Bayern;Region Süd;03;f;30-59;89112Z;GKV;;1;64
2024-40;Bayern;Region Süd;03;f;30-59;89112Z;GKV;;2;127
2024-40;Bayern;Region Süd;03;f;30-59;89112Z;GKV;Asthma;1;64
2024-40;Bayern;Region Süd;03;f;30-59;89112Z;GKV;Hypertonie;1;64
2024-40;Bayern;Region Süd;03;f;60-199;09001;PKV;;1;64
2024-40;Bayern;Region Süd;03;f;60-199;2;PKV;;1;64
2024-40;Bayern;Region Süd;03;f;60-199;2;PKV;Hypertonie;1;64
2024-40;Bayern;Region Süd;03;f;60-199;3;PKV;;1;64
2024-40;Bayern;Region Süd;03;f;60-199;375;PKV;;8;509
2024-40;Bayern;Region Süd;03;f;60-199;375;PKV;;1;64
2024-40;Bayern;Region Süd;03;f;60-199;377;PKV;;4;255
2024-40;Bayern;Region Süd;03;f;60-199;89111;GKV;;17;1082
2024-40;Bayern;Region Süd;03;f;60-199;89111;GKV;Asthma;1;64
2024-40;Bayern;Region Süd;03;f;60-199;89111;GKV;Hypertonie;2;127
2024-40;Bayern;Region Süd;03;f;60-199;89111;GKV;;74;4710
2024-40;Bayern;Region Süd;03;f;60-199;89111;GKV;Asthma;5;318
2024-40;Bayern;Region Süd;03;f;60-199;89111;GKV;COPD;7;446
2024-40;Bayern;Region Süd;03;f;60-199;89111;GKV;Chronische Herzkreislauf;7;446
2024-40;Bayern;Region Süd;03;f;60-199;89111;GKV;Chronische Leberkrankheit;11;700
2024-40;Bayern;Region Süd;03;f;60-199;89111;GKV;Diabetes T1;1;64
2024-40;Bayern;Region Süd;03;f;60-199;89111;GKV;Diabetes T2;15;955
2024-40;Bayern;Region Süd;03;f;60-199;89111;GKV;Hypertonie;52;3310
2024-40;Bayern;Region Süd;03;f;60-199;89112;GKV;Asthma;1;64
2024-40;Bayern;Region Süd;03;f;60-199;89112;GKV;Chronische Herzkreislauf;2;127
2024-40;Bayern;Region Süd;03;f;60-199;89112;GKV;Chronische Leberkrankheit;2;127
2024-40;Bayern;Region Süd;03;f;60-199;89112;GKV;Diabetes T2;1;64
2024-40;Bayern;Region Süd;03;f;60-199;89112;GKV;Hypertonie;2;127
2024-40;Bayern;Region Süd;03;f;60-199;89112;GKV;;1;64
2024-40;Bayern;Region Süd;03;f;60-199;89112;GKV;Asthma;2;127
2024-40;Bayern;Region Süd;03;f;60-199;89112;GKV;COPD;1;64
2024-40;Bayern;Region Süd;03;f;60-199;89112;GKV;Chronische Herzkreislauf;1;64
2024-40;Bayern;Region Süd;03;f;60-199;89112;GKV;Diabetes T2;1;64
2024-40;Bayern;Region Süd;03;f;60-199;89112;GKV;Hypertonie;2;127
2024-40;Bayern;Region Süd;03;m;0-29;375;PKV;;1;64
2024-40;Bayern;Region Süd;03;m;0-29;89112;GKV;;2;127
2024-40;Bayern;Region Süd;03;m;0-29;89112Z;GKV;;1;64
2024-40;Bayern;Region Süd;03;m;30-59;375;PKV;;3;191
2024-40;Bayern;Region Süd;03;m;30-59;375;PKV;;1;64
2024-40;Bayern;Region Süd;03;m;30-59;89111;GKV;;1;64
2024-40;Bayern;Region Süd;03;m;30-59;89111;GKV;Chronische Leberkrankheit;1;64
2024-40;Bayern;Region Süd;03;m;30-59;89112;GKV;;4;255
2024-40;Bayern;Region Süd;03;m;30-59;89112;GKV;;15;955
2024-40;Bayern;Region Süd;03;m;30-59;89112;GKV;Chronische Leberkrankheit;2;127
2024-40;Bayern;Region Süd;03;m;30-59;89112;GKV;Diabetes T2;1;64
2024-40;Bayern;Region Süd;03;m;30-59;89112;GKV;Hypertonie;4;255
2024-40;Bayern;Region Süd;03;m;30-59;89112Z;GKV;;11;700
2024-40;Bayern;Region Süd;03;m;30-59;89112Z;GKV;Hypertonie;2;127
2024-40;Bayern;Region Süd;03;m;30-59;A70;PKV;;1;64
2024-40;Bayern;Region Süd;03;m;60-199;1;PKV;;1;64
2024-40;Bayern;Region Süd;03;m;60-199;2;PKV;;2;127
2024-40;Bayern;Region Süd;03;m;60-199;3;PKV;;1;64
2024-40;Bayern;Region Süd;03;m;60-199;3565H1;PKV;;1;64
2024-40;Bayern;Region Süd;03;m;60-199;375;PKV;;11;700
2024-40;Bayern;Region Süd;03;m;60-199;375;PKV;;2;127
2024-40;Bayern;Region Süd;03;m;60-199;375;PKV;;1;64
2024-40;Bayern;Region Süd;03;m;60-199;377;PKV;;4;255
2024-40;Bayern;Region Süd;03;m;60-199;89111;GKV;;5;318
2024-40;Bayern;Region Süd;03;m;60-199;89111;GKV;COPD;1;64
2024-40;Bayern;Region Süd;03;m;60-199;89111;GKV;Chronische Herzkreislauf;3;191
2024-40;Bayern;Region Süd;03;m;60-199;89111;GKV;Chronische Leberkrankheit;1;64
2024-40;Bayern;Region Süd;03;m;60-199;89111;GKV;Diabetes T2;3;191
2024-40;Bayern;Region Süd;03;m;60-199;89111;GKV;Hypertonie;4;255
2024-40;Bayern;Region Süd;03;m;60-199;89111;GKV;;58;3691
2024-40;Bayern;Region Süd;03;m;60-199;89111;GKV;Asthma;8;509
2024-40;Bayern;Region Süd;03;m;60-199;89111;GKV;COPD;7;446
2024-40;Bayern;Region Süd;03;m;60-199;89111;GKV;Chronische Herzkreislauf;14;891
2024-40;Bayern;Region Süd;03;m;60-199;89111;GKV;Chronische Leberkrankheit;12;764
2024-40;Bayern;Region Süd;03;m;60-199;89111;GKV;Diabetes T2;17;1082
2024-40;Bayern;Region Süd;03;m;60-199;89111;GKV;Hypertonie;40;2546
2024-40;Bayern;Region Süd;03;m;60-199;89112;GKV;;1;64
2024-40;Bayern;Region Süd;03;m;60-199;89112;GKV;COPD;1;64
2024-40;Bayern;Region Süd;03;m;60-199;89112;GKV;Chronische Herzkreislauf;1;64
2024-40;Bayern;Region Süd;03;m;60-199;89112;GKV;Chronische Leberkrankheit;1;64
2024-40;Bayern;Region Süd;03;m;60-199;89112;GKV;Diabetes T2;1;64
2024-40;Bayern;Region Süd;03;m;60-199;89112;GKV;Hypertonie;4;255
2024-40;Berlin;Region Ost;01;f;0-29;89111;GKV;;2;101
2024-40;Berlin;Region Ost;01;f;0-29;89112;GKV;;3;152
2024-40;Berlin;Region Ost;01;f;0-29;89112;GKV;;6;303
2024-40;Berlin;Region Ost;01;f;30-59;377;GKV;;1;51
2024-40;Berlin;Region Ost;01;f;30-59;89111;GKV;;4;202
2024-40;Berlin;Region Ost;01;f;30-59;89111;GKV;Asthma;3;152
2024-40;Berlin;Region Ost;01;f;30-59;89111;GKV;COPD;1;51
2024-40;Berlin;Region Ost;01;f;30-59;89111;GKV;Diabetes T2;1;51
2024-40;Berlin;Region Ost;01;f;30-59;89111;GKV;Hypertonie;1;51
2024-40;Berlin;Region Ost;01;f;30-59;89112;GKV;;5;253
2024-40;Berlin;Region Ost;01;f;30-59;89112;GKV;;26;1314
2024-40;Berlin;Region Ost;01;f;30-59;89112;GKV;Asthma;4;202
2024-40;Berlin;Region Ost;01;f;30-59;89112;GKV;Diabetes T1;1;51
2024-40;Berlin;Region Ost;01;f;30-59;89112;GKV;Hypertonie;5;253
2024-40;Berlin;Region Ost;01;f;30-59;89112Y;GKV;Asthma;1;51
2024-40;Berlin;Region Ost;01;f;60-199;03230;GKV;;1;51
2024-40;Berlin;Region Ost;01;f;60-199;2;PKV;;1;51
2024-40;Berlin;Region Ost;01;f;60-199;375;PKV;;7;354
2024-40;Berlin;Region Ost;01;f;60-199;377;PKV;;1;51
2024-40;Berlin;Region Ost;01;f;60-199;5;PKV;;1;51
2024-40;Berlin;Region Ost;01;f;60-199;89111;GKV;;9;455
2024-40;Berlin;Region Ost;01;f;60-199;89111;GKV;COPD;1;51
2024-40;Berlin;Region Ost;01;f;60-199;89111;GKV;Chronische Herzkreislauf;1;51
2024-40;Berlin;Region Ost;01;f;60-199;89111;GKV;Chronische Leberkrankheit;1;51
2024-40;Berlin;Region Ost;01;f;60-199;89111;GKV;Diabetes T2;1;51
2024-40;Berlin;Region Ost;01;f;60-199;89111;GKV;Hypertonie;4;202
2024-40;Berlin;Region Ost;01;f;60-199;89111;GKV;;73;3689
2024-40;Berlin;Region Ost;01;f;60-199;89111;GKV;Asthma;8;404
2024-40;Berlin;Region Ost;01;f;60-199;89111;GKV;COPD;7;354
2024-40;Berlin;Region Ost;01;f;60-199;89111;GKV;Chronische Herzkreislauf;6;303
2024-40;Berlin;Region Ost;01;f;60-199;89111;GKV;Chronische Leberkrankheit;4;202
2024-40;Berlin;Region Ost;01;f;60-199;89111;GKV;Diabetes T2;10;505
2024-40;Berlin;Region Ost;01;f;60-199;89111;GKV;Hypertonie;41;2072
2024-40;Berlin;Region Ost;01;f;60-199;89112;GKV;;10;505
2024-40;Berlin;Region Ost;01;f;60-199;89112;GKV;Hypertonie;1;51
2024-40;Berlin;Region Ost;01;m;0-29;89112;GKV;;7;354
2024-40;Berlin;Region Ost;01;m;0-29;89112;GKV;Hypertonie;1;51
2024-40;Berlin;Region Ost;01;m;0-29;89112Y;GKV;;1;51
2024-40;Berlin;Region Ost;01;m;30-59;375;PKV;;3;152
2024-40;Berlin;Region Ost;01;m;30-59;377;PKV;;1;51
2024-40;Berlin;Region Ost;01;m;30-59;89111;GKV;;5;253
2024-40;Berlin;Region Ost;01;m;30-59;89111;GKV;Hypertonie;1;51
2024-40;Berlin;Region Ost;01;m;30-59;89112;GKV;;1;51
2024-40;Berlin;Region Ost;01;m;30-59;89112;GKV;;47;2375
2024-40;Berlin;Region Ost;01;m;30-59;89112;GKV;Chronische Herzkreislauf;2;101
2024-40;Berlin;Region Ost;01;m;30-59;89112;GKV;Chronische Leberkrankheit;2;101
2024-40;Berlin;Region Ost;01;m;30-59;89112;GKV;Diabetes T2;5;253
2024-40;Berlin;Region Ost;01;m;30-59;89112;GKV;Hypertonie;12;606
2024-40;Berlin;Region Ost;01;m;30-59;89112Y;GKV;Chronische Herzkreislauf;1;51
2024-40;Berlin;Region Ost;01;m;30-59;89112Y;GKV;Hypertonie;1;51
2024-40;Berlin;Region Ost;01;m;60-199;2;PKV;;3;152
2024-40;Berlin;Region Ost;01;m;60-199;32022;PKV;Diabetes T2;1;51
2024-40;Berlin;Region Ost;01;m;60-199;375;PKV;;9;455
2024-40;Berlin;Region Ost;01;m;60-199;377;PKV;;5;253
2024-40;Berlin;Region Ost;01;m;60-199;5;PKV;;1;51
2024-40;Berlin;Region Ost;01;m;60-199;89111;GKV;;6;303
2024-40;Berlin;Region Ost;01;m;60-199;89111;GKV;Chronische Herzkreislauf;1;51
2024-40;Berlin;Region Ost;01;m;60-199;89111;GKV;Chronische Leberkrankheit;1;51
2024-40;Berlin;Region Ost;01;m;60-199;89111;GKV;Diabetes T2;1;51
2024-40;Berlin;Region Ost;01;m;60-199;89111;GKV;Hypertonie;1;51
2024-40;Berlin;Region Ost;01;m;60-199;89111;GKV;;77;3891
2024-40;Berlin;Region Ost;01;m;60-199;89111;GKV;Asthma;2;101
2024-40;Berlin;Region Ost;01;m;60-199;89111;GKV;COPD;6;303
2024-40;Berlin;Region Ost;01;m;60-199;89111;GKV;Chronische Herzkreislauf;18;910
2024-40;Berlin;Region Ost;01;m;60-199;89111;GKV;Chronische Leberkrankheit;11;556
2024-40;Berlin;Region Ost;01;m;60-199;89111;GKV;Diabetes T2;9;455
2024-40;Berlin;Region Ost;01;m;60-199;89111;GKV;Hypertonie;38;1920
2024-40;Berlin;Region Ost;01;m;60-199;89112;GKV;;1;51
2024-40;Berlin;Region Ost;01;m;60-199;89112;GKV;;9;455
2024-40;Berlin;Region Ost;01;m;60-199;89112;GKV;COPD;1;51
2024-40;Berlin;Region Ost;01;m;60-199;89112;GKV;Chronische Herzkreislauf;1;51
2024-40;Berlin;Region Ost;01;m;60-199;89112;GKV;Diabetes T2;1;51
2024-40;Berlin;Region Ost;01;m;60-199;89112;GKV;Hypertonie;3;152
2024-40;Berlin;Region Ost;03;f;0-29;89112;GKV;;1;50
2024-40;Berlin;Region Ost;03;f;30-59;375;PKV;;1;50
2024-40;Berlin;Region Ost;03;f;30-59;89111;GKV;;2;101
2024-40;Berlin;Region Ost;03;f;30-59;89111;GKV;Asthma;1;50
2024-40;Berlin;Region Ost;03;f;30-59;89112;GKV;;2;101
2024-40;Berlin;Region Ost;03;f;30-59;89112;GKV;Asthma;1;50
2024-40;Berlin;Region Ost;03;f;30-59;89112;GKV;;8;402
2024-40;Berlin;Region Ost;03;f;30-59;89112;GKV;Asthma;1;50
2024-40;Berlin;Region Ost;03;f;30-59;89112;GKV;Hypertonie;3;151
2024-40;Berlin;Region Ost;03;f;30-59;89112Y;GKV;;2;101
2024-40;Berlin;Region Ost;03;f;60-199;*PORT;PKV;;1;50
2024-40;Berlin;Region Ost;03;f;60-199;2;PKV;;2;101
2024-40;Berlin;Region Ost;03;f;60-199;375;PKV;;10;503
2024-40;Berlin;Region Ost;03;f;60-199;375;PKV;Hypertonie;1;50
2024-40;Berlin;Region Ost;03;f;60-199;89111;GKV;;4;201
2024-40;Berlin;Region Ost;03;f;60-199;89111;GKV;COPD;1;50
2024-40;Berlin;Region Ost;03;f;60-199;89111;GKV;Diabetes T2;1;50
2024-40;Berlin;Region Ost;03;f;60-199;89111;GKV;Hypertonie;3;151
2024-40;Berlin;Region Ost;03;f;60-199;89111;GKV;;51;2565
2024-40;Berlin;Region Ost;03;f;60-199;89111;GKV;Asthma;3;151
2024-40;Berlin;Region Ost;03;f;60-199;89111;GKV;COPD;13;654
2024-40;Berlin;Region Ost;03;f;60-199;89111;GKV;Chronische Herzkreislauf;13;654
2024-40;Berlin;Region Ost;03;f;60-199;89111;GKV;Chronische Leberkrankheit;9;453
2024-40;Berlin;Region Ost;03;f;60-199;89111;GKV;Diabetes T2;18;905
2024-40;Berlin;Region Ost;03;f;60-199;89111;GKV;Hypertonie;57;2867
2024-40;Berlin;Region Ost;03;m;0-29;375;PKV;;1;50
2024-40;Berlin;Region Ost;03;m;0-29;89112;GKV;;1;50
2024-40;Berlin;Region Ost;03;m;30-59;375;PKV;;2;101
2024-40;Berlin;Region Ost;03;m;30-59;89111;GKV;;3;151
2024-40;Berlin;Region Ost;03;m;30-59;89112;GKV;;5;251
2024-40;Berlin;Region Ost;03;m;30-59;89112;GKV;;8;402
2024-40;Berlin;Region Ost;03;m;30-59;89112;GKV;Asthma;1;50
