week;kvregion;region;specialization;gender;age_group;insurancecode;insurancetype;absolute;extrapolated
2024-42;Berlin;Region Ost;01;m;60-199;89112;GKV;31;1567
2024-42;Berlin;Region Ost;01;m;60-199;89112Y;GKV;1;51
2024-42;Berlin;Region Ost;03;f;0-29;375;PKV;1;50
2024-42;Berlin;Region Ost;03;f;0-29;89111;GKV;1;50
2024-42;Berlin;Region Ost;03;f;0-29;89112;GKV;2;101
2024-42;Berlin;Region Ost;03;f;30-59;375;GKV;1;50
2024-42;Berlin;Region Ost;03;f;30-59;375;PKV;7;352
2024-42;Berlin;Region Ost;03;f;30-59;89111;GKV;2;101
2024-42;Berlin;Region Ost;03;f;30-59;89111;GKV;13;654
2024-42;Berlin;Region Ost;03;f;30-59;89112;GKV;10;503
2024-42;Berlin;Region Ost;03;f;30-59;89112;GKV;66;3320
2024-42;Berlin;Region Ost;03;f;30-59;89112Y;GKV;1;50
2024-42;Berlin;Region Ost;03;f;60-199;03004;GKV;1;50
2024-42;Berlin;Region Ost;03;f;60-199;1;PKV;1;50
2024-42;Berlin;Region Ost;03;f;60-199;2;PKV;3;151
2024-42;Berlin;Region Ost;03;f;60-199;375;PKV;31;1559
2024-42;Berlin;Region Ost;03;f;60-199;375;PKV;1;50
2024-42;Berlin;Region Ost;03;f;60-199;375;PKV;2;101
2024-42;Berlin;Region Ost;03;f;60-199;377;GKV;1;50
2024-42;Berlin;Region Ost;03;f;60-199;377;PKV;12;604
2024-42;Berlin;Region Ost;03;f;60-199;5;PKV;1;50
2024-42;Berlin;Region Ost;03;f;60-199;89111;GKV;58;2917
2024-42;Berlin;Region Ost;03;f;60-199;89111;GKV;326;16397
2024-42;Berlin;Region Ost;03;f;60-199;89112Y;GKV;1;50
2024-42;Berlin;Region Ost;03;m;0-29;89112;GKV;6;302
2024-42;Berlin;Region Ost;03;m;30-59;375;PKV;4;201
2024-42;Berlin;Region Ost;03;m;30-59;89111;GKV;2;101
2024-42;Berlin;Region Ost;03;m;30-59;89111;GKV;12;604
2024-42;Berlin;Region Ost;03;m;30-59;89112;GKV;8;402
2024-42;Berlin;Region Ost;03;m;30-59;89112;GKV;46;2314
2024-42;Berlin;Region Ost;03;m;30-59;89112Y;GKV;2;101
2024-42;Berlin;Region Ost;03;m;60-199;1;PKV;2;101
2024-42;Berlin;Region Ost;03;m;60-199;1;PKV;1;50
2024-42;Berlin;Region Ost;03;m;60-199;1565;PKV;2;101
2024-42;Berlin;Region Ost;03;m;60-199;2;PKV;2;101
2024-42;Berlin;Region Ost;03;m;60-199;250;PKV;1;50
2024-42;Berlin;Region Ost;03;m;60-199;250;PKV;1;50
2024-42;Berlin;Region Ost;03;m;60-199;29;PKV;1;50
2024-42;Berlin;Region Ost;03;m;60-199;3;PKV;2;101
2024-42;Berlin;Region Ost;03;m;60-199;34;PKV;1;50
2024-42;Berlin;Region Ost;03;m;60-199;3550;PKV;1;50
2024-42;Berlin;Region Ost;03;m;60-199;3560;PKV;1;50
2024-42;Berlin;Region Ost;03;m;60-199;3561;PKV;1;50
2024-42;Berlin;Region Ost;03;m;60-199;375;PKV;46;2314
2024-42;Berlin;Region Ost;03;m;60-199;375;PKV;1;50
2024-42;Berlin;Region Ost;03;m;60-199;377;PKV;21;1056
2024-42;Berlin;Region Ost;03;m;60-199;377;PKV;1;50
2024-42;Berlin;Region Ost;03;m;60-199;89111;GKV;39;1962
2024-42;Berlin;Region Ost;03;m;60-199;89111;GKV;261;13127
2024-42;Brandenburg;Region Ost;01;f;0-29;375;PKV;2;10
2024-42;Brandenburg;Region Ost;01;f;0-29;89112;GKV;1;5
2024-42;Brandenburg;Region Ost;01;f;30-59;375;PKV;2;10
2024-42;Brandenburg;Region Ost;01;f;30-59;89111;GKV;3;16
2024-42;Brandenburg;Region Ost;01;f;30-59;89112;GKV;6;32
2024-42;Brandenburg;Region Ost;01;f;30-59;89112;GKV;49;257
2024-42;Brandenburg;Region Ost;01;f;30-59;89112Y;GKV;1;5
2024-42;Brandenburg;Region Ost;01;f;60-199;2;PKV;1;5
2024-42;Brandenburg;Region Ost;01;f;60-199;2;PKV;1;5
2024-42;Brandenburg;Region Ost;01;f;60-199;375;PKV;12;63
2024-42;Brandenburg;Region Ost;01;f;60-199;89111;GKV;40;210
2024-42;Brandenburg;Region Ost;01;f;60-199;89111;GKV;398;2090
2024-42;Brandenburg;Region Ost;01;f;60-199;89112;GKV;2;10
2024-42;Brandenburg;Region Ost;01;m;0-29;89111;GKV;1;5
2024-42;Brandenburg;Region Ost;01;m;0-29;89112;GKV;2;10
2024-42;Brandenburg;Region Ost;01;m;30-59;375;PKV;2;10
2024-42;Brandenburg;Region Ost;01;m;30-59;420;PKV;2;10
2024-42;Brandenburg;Region Ost;01;m;30-59;7;PKV;1;5
2024-42;Brandenburg;Region Ost;01;m;30-59;89111;GKV;2;10
2024-42;Brandenburg;Region Ost;01;m;30-59;89112;GKV;5;26
2024-42;Brandenburg;Region Ost;01;m;30-59;89112;GKV;40;210
2024-42;Brandenburg;Region Ost;01;m;60-199;03005;GKV;1;5
2024-42;Brandenburg;Region Ost;01;m;60-199;1;PKV;1;5
2024-42;Brandenburg;Region Ost;01;m;60-199;1;PKV;1;5
2024-42;Brandenburg;Region Ost;01;m;60-199;2;PKV;2;10
2024-42;Brandenburg;Region Ost;01;m;60-199;2;PKV;1;5
2024-42;Brandenburg;Region Ost;01;m;60-199;252;GKV;1;5
2024-42;Brandenburg;Region Ost;01;m;60-199;252;PKV;1;5
2024-42;Brandenburg;Region Ost;01;m;60-199;375;PKV;18;94
2024-42;Brandenburg;Region Ost;01;m;60-199;70;PKV;1;5
2024-42;Brandenburg;Region Ost;01;m;60-199;89111;GKV;28;147
2024-42;Brandenburg;Region Ost;01;m;60-199;89111;GKV;316;1659
2024-42;Brandenburg;Region Ost;01;m;60-199;89112;GKV;3;16
2024-42;Brandenburg;Region Ost;03;f;0-29;89112;GKV;5;496
2024-42;Brandenburg;Region Ost;03;f;30-59;375;PKV;2;198
2024-42;Brandenburg;Region Ost;03;f;30-59;89111;GKV;1;99
2024-42;Brandenburg;Region Ost;03;f;30-59;89112;GKV;2;198
2024-42;Brandenburg;Region Ost;03;f;30-59;89112;GKV;33;3272
2024-42;Brandenburg;Region Ost;03;f;60-199;375;GKV;2;198
2024-42;Brandenburg;Region Ost;03;f;60-199;375;PKV;3;297
2024-42;Brandenburg;Region Ost;03;f;60-199;375;PKV;1;99
2024-42;Brandenburg;Region Ost;03;f;60-199;5;PKV;1;99
2024-42;Brandenburg;Region Ost;03;f;60-199;89111;GKV;22;2181
2024-42;Brandenburg;Region Ost;03;f;60-199;89111;GKV;119;11798
2024-42;Brandenburg;Region Ost;03;f;60-199;89112;GKV;1;99
2024-42;Brandenburg;Region Ost;03;m;0-29;89112;GKV;1;99
2024-42;Brandenburg;Region Ost;03;m;30-59;375;PKV;1;99
2024-42;Brandenburg;Region Ost;03;m;30-59;89112;GKV;2;198
2024-42;Brandenburg;Region Ost;03;m;30-59;89112;GKV;11;1091
2024-42;Brandenburg;Region Ost;03;m;60-199;375;GKV;4;397
2024-42;Brandenburg;Region Ost;03;m;60-199;375;GKV;1;99
2024-42;Brandenburg;Region Ost;03;m;60-199;375;PKV;2;198
2024-42;Brandenburg;Region Ost;03;m;60-199;88345R;GKV;2;198
2024-42;Brandenburg;Region Ost;03;m;60-199;88345R;GKV;1;99
2024-42;Brandenburg;Region Ost;03;m;60-199;88345R;PKV;1;99
2024-42;Brandenburg;Region Ost;03;m;60-199;89111;GKV;11;1091
2024-42;Brandenburg;Region Ost;03;m;60-199;89111;GKV;91;9022
2024-42;Bremen;Region Nord;01;f;0-29;2;PKV;2;70
2024-42;Bremen;Region Nord;01;f;0-29;89112;GKV;2;70
2024-42;Bremen;Region Nord;01;f;30-59;2;PKV;1;35
2024-42;Bremen;Region Nord;01;f;30-59;375;PKV;2;70
2024-42;Bremen;Region Nord;01;f;30-59;89112;GKV;1;35
2024-42;Bremen;Region Nord;01;f;30-59;89112;GKV;14;486
2024-42;Bremen;Region Nord;01;f;60-199;250;PKV;1;35
2024-42;Bremen;Region Nord;01;f;60-199;375;PKV;6;208
2024-42;Bremen;Region Nord;01;f;60-199;89111;GKV;9;313
2024-42;Bremen;Region Nord;01;f;60-199;89111;GKV;85;2954
2024-42;Bremen;Region Nord;01;m;0-29;375;PKV;1;35
2024-42;Bremen;Region Nord;01;m;0-29;89112;GKV;2;70
2024-42;Bremen;Region Nord;01;m;30-59;2;PKV;1;35
2024-42;Bremen;Region Nord;01;m;30-59;375;PKV;2;70
2024-42;Bremen;Region Nord;01;m;30-59;377;PKV;1;35
2024-42;Bremen;Region Nord;01;m;30-59;89112;GKV;17;591
2024-42;Bremen;Region Nord;01;m;60-199;375;PKV;8;278
2024-42;Bremen;Region Nord;01;m;60-199;375;PKV;1;35
2024-42;Bremen;Region Nord;01;m;60-199;377;PKV;1;35
2024-42;Bremen;Region Nord;01;m;60-199;5;PKV;1;35
2024-42;Bremen;Region Nord;01;m;60-199;89111;GKV;7;243
2024-42;Bremen;Region Nord;01;m;60-199;89111;GKV;54;1876
2024-42;Bremen;Region Nord;03;f;0-29;89112;GKV;2;59
2024-42;Bremen;Region Nord;03;f;30-59;375;PKV;1;30
2024-42;Bremen;Region Nord;03;f;30-59;375;PKV;1;30
2024-42;Bremen;Region Nord;03;f;30-59;89111;GKV;2;59
2024-42;Bremen;Region Nord;03;f;30-59;89111;GKV;1;30
2024-42;Bremen;Region Nord;03;f;30-59;89112;GKV;8;236
2024-42;Bremen;Region Nord;03;f;30-59;89112;GKV;6;177
2024-42;Bremen;Region Nord;03;f;60-199;2;PKV;1;30
2024-42;Bremen;Region Nord;03;f;60-199;2;PKV;1;30
2024-42;Bremen;Region Nord;03;f;60-199;375;PKV;2;59
2024-42;Bremen;Region Nord;03;f;60-199;377;PKV;1;30
2024-42;Bremen;Region Nord;03;f;60-199;651;PKV;1;30
2024-42;Bremen;Region Nord;03;f;60-199;89111;GKV;58;1711
2024-42;Bremen;Region Nord;03;f;60-199;89111;GKV;64;1888
2024-42;Bremen;Region Nord;03;f;60-199;89112;GKV;3;88
2024-42;Bremen;Region Nord;03;m;0-29;89111;GKV;1;30
2024-42;Bremen;Region Nord;03;m;0-29;89112;GKV;1;30
2024-42;Bremen;Region Nord;03;m;30-59;2;PKV;1;30
2024-42;Bremen;Region Nord;03;m;30-59;375;PKV;1;30
2024-42;Bremen;Region Nord;03;m;30-59;375;PKV;1;30
2024-42;Bremen;Region Nord;03;m;30-59;89111;GKV;1;30
2024-42;Bremen;Region Nord;03;m;30-59;89112;GKV;7;206
2024-42;Bremen;Region Nord;03;m;60-199;2;PKV;3;88
2024-42;Bremen;Region Nord;03;m;60-199;3575;PKV;1;30
2024-42;Bremen;Region Nord;03;m;60-199;375;PKV;1;30
2024-42;Bremen;Region Nord;03;m;60-199;375;PKV;1;30
2024-42;Bremen;Region Nord;03;m;60-199;375;PKV;1;30
2024-42;Bremen;Region Nord;03;m;60-199;375;PKV;1;30
2024-42;Bremen;Region Nord;03;m;60-199;377;PKV;3;88
2024-42;Bremen;Region Nord;03;m;60-199;5;PKV;1;30
2024-42;Bremen;Region Nord;03;m;60-199;89111;GKV;34;1003
2024-42;Bremen;Region Nord;03;m;60-199;89111;GKV;48;1416
2024-42;Bremen;Region Nord;03;m;60-199;89112;GKV;2;59
2024-42;Hamburg;Region Nord;01;f;0-29;89112;GKV;3;86
2024-42;Hamburg;Region Nord;01;f;0-29;89112;GKV;6;171
2024-42;Hamburg;Region Nord;01;f;30-59;375;PKV;2;57
2024-42;Hamburg;Region Nord;01;f;30-59;89111;GKV;1;29
2024-42;Hamburg;Region Nord;01;f;30-59;89111;GKV;5;143
2024-42;Hamburg;Region Nord;01;f;30-59;89112;GKV;26;742
2024-42;Hamburg;Region Nord;01;f;30-59;89112;GKV;42;1199
2024-42;Hamburg;Region Nord;01;f;60-199;2;PKV;4;114
2024-42;Hamburg;Region Nord;01;f;60-199;375;GKV;1;29
2024-42;Hamburg;Region Nord;01;f;60-199;375;PKV;11;314
2024-42;Hamburg;Region Nord;01;f;60-199;375;PKV;1;29
2024-42;Hamburg;Region Nord;01;f;60-199;375;PKV;2;57
2024-42;Hamburg;Region Nord;01;f;60-199;377;PKV;2;57
2024-42;Hamburg;Region Nord;01;f;60-199;89111;GKV;67;1913
2024-42;Hamburg;Region Nord;01;f;60-199;89111;GKV;132;3769
2024-42;Hamburg;Region Nord;01;f;60-199;89112;GKV;1;29
2024-42;Hamburg;Region Nord;01;f;60-199;89112;GKV;1;29
2024-42;Hamburg;Region Nord;01;m;0-29;89112;GKV;3;86
2024-42;Hamburg;Region Nord;01;m;0-29;89112;GKV;6;171
2024-42;Hamburg;Region Nord;01;m;30-59;1;PKV;1;29
2024-42;Hamburg;Region Nord;01;m;30-59;2;PKV;1;29
2024-42;Hamburg;Region Nord;01;m;30-59;377;PKV;2;57
2024-42;Hamburg;Region Nord;01;m;30-59;89111;GKV;1;29
2024-42;Hamburg;Region Nord;01;m;30-59;89111;GKV;2;57
2024-42;Hamburg;Region Nord;01;m;30-59;89112;GKV;22;628
2024-42;Hamburg;Region Nord;01;m;30-59;89112;GKV;30;857
2024-42;Hamburg;Region Nord;01;m;60-199;1;PKV;1;29
2024-42;Hamburg;Region Nord;01;m;60-199;2;PKV;2;57
2024-42;Hamburg;Region Nord;01;m;60-199;3;PKV;1;29
2024-42;Hamburg;Region Nord;01;m;60-199;3594H1;PKV;1;29
2024-42;Hamburg;Region Nord;01;m;60-199;375;PKV;19;542
2024-42;Hamburg;Region Nord;01;m;60-199;375;PKV;4;114
2024-42;Hamburg;Region Nord;01;m;60-199;377;PKV;1;29
2024-42;Hamburg;Region Nord;01;m;60-199;89111;GKV;62;1770
2024-42;Hamburg;Region Nord;01;m;60-199;89111;GKV;100;2855
2024-42;Hamburg;Region Nord;01;m;60-199;89112;GKV;5;143
2024-42;Hamburg;Region Nord;01;m;60-199;89112;GKV;1;29
2024-42;Hamburg;Region Nord;03;f;0-29;89112;GKV;1;44
2024-42;Hamburg;Region Nord;03;f;0-29;89112;GKV;2;88
2024-42;Hamburg;Region Nord;03;f;30-59;375;PKV;5;219
2024-42;Hamburg;Region Nord;03;f;30-59;375;PKV;1;44
2024-42;Hamburg;Region Nord;03;f;30-59;89111;GKV;1;44
2024-42;Hamburg;Region Nord;03;f;30-59;89112;GKV;7;306
2024-42;Hamburg;Region Nord;03;f;30-59;89112;GKV;16;700
2024-42;Hamburg;Region Nord;03;f;30-59;89112Y;GKV;1;44
2024-42;Hamburg;Region Nord;03;f;60-199;1;PKV;1;44
2024-42;Hamburg;Region Nord;03;f;60-199;2;PKV;2;88
2024-42;Hamburg;Region Nord;03;f;60-199;2;PKV;1;44
2024-42;Hamburg;Region Nord;03;f;60-199;2;PKV;1;44
2024-42;Hamburg;Region Nord;03;f;60-199;250;PKV;1;44
2024-42;Hamburg;Region Nord;03;f;60-199;375;PKV;18;788
2024-42;Hamburg;Region Nord;03;f;60-199;377;PKV;1;44
2024-42;Hamburg;Region Nord;03;f;60-199;377;PKV;1;44
2024-42;Hamburg;Region Nord;03;f;60-199;5;PKV;1;44
2024-42;Hamburg;Region Nord;03;f;60-199;7;PKV;1;44
2024-42;Hamburg;Region Nord;03;f;60-199;89111;GKV;92;4026
2024-42;Hamburg;Region Nord;03;f;60-199;89111;GKV;80;3501
2024-42;Hamburg;Region Nord;03;m;0-29;89112;GKV;1;44
2024-42;Hamburg;Region Nord;03;m;30-59;3;PKV;1;44
2024-42;Hamburg;Region Nord;03;m;30-59;375;PKV;4;175
2024-42;Hamburg;Region Nord;03;m;30-59;89112;GKV;4;175
2024-42;Hamburg;Region Nord;03;m;30-59;89112;GKV;8;350
2024-42;Hamburg;Region Nord;03;m;30-59;89112Y;GKV;2;88
2024-42;Hamburg;Region Nord;03;m;60-199;3620;PKV;1;44
2024-42;Hamburg;Region Nord;03;m;60-199;375;PKV;18;788
2024-42;Hamburg;Region Nord;03;m;60-199;375;PKV;1;44
2024-42;Hamburg;Region Nord;03;m;60-199;377;PKV;3;131
2024-42;Hamburg;Region Nord;03;m;60-199;377;PKV;1;44
2024-42;Hamburg;Region Nord;03;m;60-199;5;PKV;1;44
2024-42;Hamburg;Region Nord;03;m;60-199;60;PKV;1;44
2024-42;Hamburg;Region Nord;03;m;60-199;89111;GKV;69;3020
2024-42;Hamburg;Region Nord;03;m;60-199;89111;GKV;36;1576
2024-42;Hessen;Region West;01;f;0-29;2;PKV;1;38
2024-42;Hessen;Region West;01;f;0-29;375;PKV;2;76
2024-42;Hessen;Region West;01;f;0-29;89111;GKV;1;38
2024-42;Hessen;Region West;01;f;0-29;89112;GKV;8;304
2024-42;Hessen;Region West;01;f;0-29;89112;GKV;16;608
2024-42;Hessen;Region West;01;f;30-59;375;GKV;2;76
2024-42;Hessen;Region West;01;f;30-59;375;PKV;2;76
2024-42;Hessen;Region West;01;f;30-59;375;PKV;1;38
2024-42;Hessen;Region West;01;f;30-59;5;PKV;1;38
2024-42;Hessen;Region West;01;f;30-59;654;PKV;1;38
2024-42;Hessen;Region West;01;f;30-59;89111;GKV;1;38
2024-42;Hessen;Region West;01;f;30-59;89111;GKV;2;76
2024-42;Hessen;Region West;01;f;30-59;89112;GKV;30;1140
2024-42;Hessen;Region West;01;f;30-59;89112;GKV;115;4371
2024-42;Hessen;Region West;01;f;30-59;89112Y;GKV;5;190
2024-42;Hessen;Region West;01;f;30-59;89112Y;PKV;1;38
2024-42;Hessen;Region West;01;f;60-199;03362;GKV;1;38
2024-42;Hessen;Region West;01;f;60-199;1;PKV;1;38
2024-42;Hessen;Region West;01;f;60-199;15;PKV;1;38
2024-42;Hessen;Region West;01;f;60-199;1zt;PKV;2;76
2024-42;Hessen;Region West;01;f;60-199;2;PKV;7;266
2024-42;Hessen;Region West;01;f;60-199;2;PKV;1;38
2024-42;Hessen;Region West;01;f;60-199;3562H1;PKV;1;38
2024-42;Hessen;Region West;01;f;60-199;375;GKV;12;456
2024-42;Hessen;Region West;01;f;60-199;375;PKV;42;1597
2024-42;Hessen;Region West;01;f;60-199;375;PKV;1;38
2024-42;Hessen;Region West;01;f;60-199;375;PKV;9;342
2024-42;Hessen;Region West;01;f;60-199;377;PKV;5;190
2024-42;Hessen;Region West;01;f;60-199;5;PKV;2;76
2024-42;Hessen;Region West;01;f;60-199;5;PKV;2;76
2024-42;Hessen;Region West;01;f;60-199;52;PKV;1;38
2024-42;Hessen;Region West;01;f;60-199;849;PKV;1;38
2024-42;Hessen;Region West;01;f;60-199;89111;GKV;132;5018
2024-42;Hessen;Region West;01;f;60-199;89111;GKV;671;25506
2024-42;Hessen;Region West;01;f;60-199;89112;GKV;1;38
2024-42;Hessen;Region West;01;f;60-199;89112;GKV;7;266
2024-42;Hessen;Region West;01;m;0-29;2;PKV;1;38
2024-42;Hessen;Region West;01;m;0-29;375;PKV;1;38
2024-42;Hessen;Region West;01;m;0-29;89111;GKV;1;38
2024-42;Hessen;Region West;01;m;0-29;89112;GKV;5;190
2024-42;Hessen;Region West;01;m;0-29;89112;GKV;11;418
2024-42;Hessen;Region West;01;m;30-59;1;PKV;1;38
2024-42;Hessen;Region West;01;m;30-59;1;PKV;1;38
2024-42;Hessen;Region West;01;m;30-59;2;PKV;1;38
2024-42;Hessen;Region West;01;m;30-59;3574;PKV;1;38
2024-42;Hessen;Region West;01;m;30-59;375;GKV;4;152
2024-42;Hessen;Region West;01;m;30-59;375;PKV;5;190
2024-42;Hessen;Region West;01;m;30-59;375;PKV;1;38
2024-42;Hessen;Region West;01;m;30-59;375;PKV;2;76
2024-42;Hessen;Region West;01;m;30-59;377;PKV;1;38
2024-42;Hessen;Region West;01;m;30-59;89111;GKV;1;38
2024-42;Hessen;Region West;01;m;30-59;89111;GKV;5;190
2024-42;Hessen;Region West;01;m;30-59;89112;GKV;23;874
2024-42;Hessen;Region West;01;m;30-59;89112;GKV;87;3307
2024-42;Hessen;Region West;01;m;30-59;89112Y;GKV;2;76
2024-42;Hessen;Region West;01;m;60-199;03220;GKV;1;38
2024-42;Hessen;Region West;01;m;60-199;03221;GKV;1;38
2024-42;Hessen;Region West;01;m;60-199;1;PKV;4;152
2024-42;Hessen;Region West;01;m;60-199;1;PKV;3;114
2024-42;Hessen;Region West;01;m;60-199;15;PKV;1;38
2024-42;Hessen;Region West;01;m;60-199;1zt;PKV;1;38
2024-42;Hessen;Region West;01;m;60-199;2;PKV;11;418
2024-42;Hessen;Region West;01;m;60-199;2;PKV;3;114
2024-42;Hessen;Region West;01;m;60-199;2;PKV;1;38
2024-42;Hessen;Region West;01;m;60-199;2;PKV;1;38
2024-42;Hessen;Region West;01;m;60-199;29?;PKV;1;38
2024-42;Hessen;Region West;01;m;60-199;3;PKV;1;38
2024-42;Hessen;Region West;01;m;60-199;3572;PKV;1;38
2024-42;Hessen;Region West;01;m;60-199;375;GKV;12;456
2024-42;Hessen;Region West;01;m;60-199;375;PKV;37;1406
2024-42;Hessen;Region West;01;m;60-199;375;PKV;5;190
2024-42;Hessen;Region West;01;m;60-199;375;PKV;10;380
2024-42;Hessen;Region West;01;m;60-199;375;PKV;1;38
2024-42;Hessen;Region West;01;m;60-199;377;PKV;10;380
2024-42;Hessen;Region West;01;m;60-199;5;PKV;2;76
2024-42;Hessen;Region West;01;m;60-199;5;PKV;3;114
2024-42;Hessen;Region West;01;m;60-199;6;PKV;1;38
2024-42;Hessen;Region West;01;m;60-199;7;PKV;2;76
2024-42;Hessen;Region West;01;m;60-199;70;PKV;1;38
2024-42;Hessen;Region West;01;m;60-199;89111;GKV;118;4485
2024-42;Hessen;Region West;01;m;60-199;89111;GKV;506;19234
2024-42;Hessen;Region West;01;m;60-199;89112;GKV;5;190
2024-42;Hessen;Region West;01;u;60-199;89111;GKV;1;38
2024-42;Hessen;Region West;02;f;30-59;89112;GKV;1;0
2024-42;Hessen;Region West;02;f;30-59;89112;GKV;8;0
2024-42;Hessen;Region West;02;f;60-199;375;GKV;1;0
2024-42;Hessen;Region West;02;f;60-199;89111;GKV;3;0
2024-42;Hessen;Region West;02;f;60-199;89111;GKV;36;0
2024-42;Hessen;Region West;02;f;60-199;89112;PKV;1;0
2024-42;Hessen;Region West;02;m;30-59;89111;GKV;1;0
2024-42;Hessen;Region West;02;m;30-59;89112;GKV;1;0
2024-42;Hessen;Region West;02;m;30-59;89112;GKV;8;0
2024-42;Hessen;Region West;02;m;60-199;2;PKV;1;0
2024-42;Hessen;Region West;02;m;60-199;375;PKV;4;0
2024-42;Hessen;Region West;02;m;60-199;89111;GKV;27;0
2024-42;Hessen;Region West;03;f;0-29;375;PKV;2;96
2024-42;Hessen;Region West;03;f;0-29;89112;GKV;2;96
2024-42;Hessen;Region West;03;f;0-29;89112;GKV;4;192
2024-42;Hessen;Region West;03;f;0-29;89112Y;GKV;8;383
2024-42;Hessen;Region West;03;f;30-59;375;GKV;1;48
2024-42;Hessen;Region West;03;f;30-59;375;PKV;9;431
2024-42;Hessen;Region West;03;f;30-59;377;PKV;2;96
2024-42;Hessen;Region West;03;f;30-59;89111;GKV;2;96
2024-42;Hessen;Region West;03;f;30-59;89112;GKV;18;862
2024-42;Hessen;Region West;03;f;30-59;89112;GKV;36;1725
2024-42;Hessen;Region West;03;f;30-59;89112Y;GKV;2;96
2024-42;Hessen;Region West;03;f;30-59;89112Y;GKV;50;2396
2024-42;Hessen;Region West;03;f;60-199;1;PKV;2;96
2024-42;Hessen;Region West;03;f;60-199;1;PKV;1;48
2024-42;Hessen;Region West;03;f;60-199;2;PKV;2;96
2024-42;Hessen;Region West;03;f;60-199;2;PKV;1;48
2024-42;Hessen;Region West;03;f;60-199;250;PKV;1;48
2024-42;Hessen;Region West;03;f;60-199;3;PKV;1;48
2024-42;Hessen;Region West;03;f;60-199;3;PKV;1;48
2024-42;Hessen;Region West;03;f;60-199;375;GKV;2;96
2024-42;Hessen;Region West;03;f;60-199;375;PKV;42;2012
2024-42;Hessen;Region West;03;f;60-199;375;PKV;3;144
2024-42;Hessen;Region West;03;f;60-199;375;PKV;1;48
2024-42;Hessen;Region West;03;f;60-199;377;PKV;4;192
2024-42;Hessen;Region West;03;f;60-199;5;PKV;1;48
2024-42;Hessen;Region West;03;f;60-199;5;PKV;1;48
2024-42;Hessen;Region West;03;f;60-199;70;PKV;1;48
2024-42;Hessen;Region West;03;f;60-199;89111;GKV;96;4600
2024-42;Hessen;Region West;03;f;60-199;89111;GKV;287;13751
2024-42;Hessen;Region West;03;f;60-199;89112;GKV;1;48
2024-42;Hessen;Region West;03;f;60-199;89112;GKV;2;96
2024-42;Hessen;Region West;03;f;60-199;89112Y;GKV;15;719
2024-42;Hessen;Region West;03;m;0-29;375;PKV;1;48
2024-42;Hessen;Region West;03;m;0-29;89112;GKV;2;96
2024-42;Hessen;Region West;03;m;0-29;89112Y;GKV;3;144
2024-42;Hessen;Region West;03;m;30-59;2;PKV;1;48
2024-42;Hessen;Region West;03;m;30-59;375;PKV;6;287
2024-42;Hessen;Region West;03;m;30-59;375;PKV;1;48
2024-42;Hessen;Region West;03;m;30-59;375;PKV;1;48
2024-42;Hessen;Region West;03;m;30-59;89112;GKV;13;623
2024-42;Hessen;Region West;03;m;30-59;89112;GKV;33;1581
2024-42;Hessen;Region West;03;m;30-59;89112Y;GKV;1;48
2024-42;Hessen;Region West;03;m;30-59;89112Y;GKV;26;1246
2024-42;Hessen;Region West;03;m;60-199;1;PKV;4;192
2024-42;Hessen;Region West;03;m;60-199;2;GKV;1;48
2024-42;Hessen;Region West;03;m;60-199;2;PKV;3;144
2024-42;Hessen;Region West;03;m;60-199;2;PKV;1;48
2024-42;Hessen;Region West;03;m;60-199;3585H1;PKV;1;48
2024-42;Hessen;Region West;03;m;60-199;375;GKV;3;144
2024-42;Hessen;Region West;03;m;60-199;375;PKV;47;2252
2024-42;Hessen;Region West;03;m;60-199;375;PKV;1;48
2024-42;Hessen;Region West;03;m;60-199;375;PKV;2;96
2024-42;Hessen;Region West;03;m;60-199;377;PKV;9;431
2024-42;Hessen;Region West;03;m;60-199;377;PKV;2;96
2024-42;Hessen;Region West;03;m;60-199;377;PKV;1;48
2024-42;Hessen;Region West;03;m;60-199;5;PKV;1;48
2024-42;Hessen;Region West;03;m;60-199;5;PKV;1;48
2024-42;Hessen;Region West;03;m;60-199;8;PKV;1;48
2024-42;Hessen;Region West;03;m;60-199;89111;GKV;71;3402
2024-42;Hessen;Region West;03;m;60-199;89111;GKV;196;9391
2024-42;Hessen;Region West;03;m;60-199;89112;GKV;1;48
2024-42;Hessen;Region West;03;m;60-199;89112Y;GKV;5;240
2024-42;Mecklenburg-Vorpommern;Region Ost;01;f;0-29;89112;GKV;4;173
2024-42;Mecklenburg-Vorpommern;Region Ost;01;f;0-29;89112;GKV;1;43
2024-42;Mecklenburg-Vorpommern;Region Ost;01;f;30-59;2;PKV;1;43
2024-42;Mecklenburg-Vorpommern;Region Ost;01;f;30-59;89111;GKV;2;86
2024-42;Mecklenburg-Vorpommern;Region Ost;01;f;30-59;89112;GKV;14;604
2024-42;Mecklenburg-Vorpommern;Region Ost;01;f;30-59;89112;GKV;36;1554
2024-42;Mecklenburg-Vorpommern;Region Ost;01;f;60-199;375;GKV;1;43
2024-42;Mecklenburg-Vorpommern;Region Ost;01;f;60-199;375;PKV;4;173
2024-42;Mecklenburg-Vorpommern;Region Ost;01;f;60-199;375;PKV;2;86
2024-42;Mecklenburg-Vorpommern;Region Ost;01;f;60-199;89111;GKV;53;2288
2024-42;Mecklenburg-Vorpommern;Region Ost;01;f;60-199;89111;GKV;257;11094
2024-42;Mecklenburg-Vorpommern;Region Ost;01;m;0-29;89111;GKV;1;43
