,Region,Altersgruppe,Inzidenz,Jahr,Woche,risk_groups,Fallzahl,Inzidenz_cumsum,Time,cumsum
8501,Sachsen,60-199,0.00186,2024,13,Diabetes T2,187,0.33366,2024-03-25,0.33366
8549,Sachsen,60-199,0.001,2024,14,Diabetes T2,100,0.33466,2024-04-01,0.33466
8594,Sachsen,60-199,0.00072,2024,15,Diabetes T2,72,0.33538,2024-04-08,0.33538
8642,Sachsen,60-199,0.00065,2024,16,Diabetes T2,64,0.33603,2024-04-15,0.33603
8687,Sachsen,60-199,0.00072,2024,17,Diabetes T2,72,0.33675,2024-04-22,0.33675
8734,Sachsen,60-199,0.00065,2024,18,Diabetes T2,64,0.3374,2024-04-29,0.3374
8781,Sachsen,60-199,0.0005,2024,19,Diabetes T2,50,0.3379,2024-05-06,0.0005
8828,Sachsen,60-199,0.00043,2024,20,Diabetes T2,43,0.33833,2024-05-13,0.00093
8872,Sachsen,60-199,0.00057,2024,21,Diabetes T2,57,0.3389,2024-05-20,0.0015
8910,Sachsen,60-199,0.0005,2024,22,Diabetes T2,50,0.3394,2024-05-27,0.002
8947,Sachsen,60-199,0.00057,2024,23,Diabetes T2,57,0.33997,2024-06-03,0.0025700000000000002
8983,Sachsen,60-199,0.00043,2024,24,Diabetes T2,43,0.3404,2024-06-10,0.003
9022,Sachsen,60-199,7.000000000000001e-05,2024,25,Diabetes T2,7,0.34047,2024-06-17,0.00307
9061,Sachsen,60-199,0.00043,2024,26,Diabetes T2,43,0.3409,2024-06-24,0.0035
9095,Sachsen,60-199,0.00014000000000000001,2024,27,Diabetes T2,14,0.34104,2024-07-01,0.00364
9128,Sachsen,60-199,0.00022,2024,28,Diabetes T2,21,0.34126,2024-07-08,0.00386
9162,Sachsen,60-199,0.00022,2024,29,Diabetes T2,21,0.34148,2024-07-15,0.00408
9199,Sachsen,60-199,0.00022,2024,30,Diabetes T2,21,0.3417,2024-07-22,0.0043
9257,Sachsen,60-199,0.00014000000000000001,2024,32,Diabetes T2,14,0.34184,2024-08-05,0.00444
9296,Sachsen,60-199,0.00014000000000000001,2024,33,Diabetes T2,14,0.34198,2024-08-12,0.00458
9329,Sachsen,60-199,0.00014000000000000001,2024,34,Diabetes T2,14,0.34212,2024-08-19,0.00472
9362,Sachsen,60-199,7.000000000000001e-05,2024,35,Diabetes T2,7,0.34219,2024-08-26,0.00479
9399,Sachsen,60-199,0.00028999999999999995,2024,36,Diabetes T2,28,0.34248,2024-09-02,0.00508
9432,Sachsen,60-199,0.00022,2024,37,Diabetes T2,21,0.3427,2024-09-09,0.0053
9467,Sachsen,60-199,0.00014000000000000001,2024,38,Diabetes T2,14,0.34284,2024-09-16,0.00544
9505,Sachsen,60-199,0.00036,2024,39,Diabetes T2,36,0.3432,2024-09-23,0.0058000000000000005
9544,Sachsen,60-199,0.00043,2024,40,Diabetes T2,43,0.34363,2024-09-30,0.00623
9584,Sachsen,60-199,0.00036,2024,41,Diabetes T2,36,0.34399,2024-10-07,0.00659
9624,Sachsen,60-199,0.00014000000000000001,2024,42,Diabetes T2,14,0.34413,2024-10-14,0.00673
9667,Sachsen,60-199,0.00079,2024,43,Diabetes T2,79,0.34492,2024-10-21,0.00752
9708,Sachsen,60-199,0.00057,2024,44,Diabetes T2,57,0.34549,2024-10-28,0.00809
9750,Sachsen,60-199,0.00043,2024,45,Diabetes T2,43,0.34592,2024-11-04,0.00852
9792,Sachsen,60-199,0.00072,2024,46,Diabetes T2,72,0.34664,2024-11-11,0.00924
9837,Sachsen,60-199,0.00028999999999999995,2024,47,Diabetes T2,28,0.34693,2024-11-18,0.00953
9884,Sachsen,60-199,0.00065,2024,48,Diabetes T2,64,0.34758,2024-11-25,0.01018
9932,Sachsen,60-199,0.00158,2024,49,Diabetes T2,158,0.34916,2024-12-02,0.01176
9979,Sachsen,60-199,0.00301,2024,50,Diabetes T2,302,0.35217,2024-12-09,0.01477
10026,Sachsen,60-199,0.00667,2024,51,Diabetes T2,669,0.35884,2024-12-16,0.02144
10074,Sachsen,60-199,0.00416,2024,52,Diabetes T2,417,0.363,2024-12-23,0.025599999999999998
10122,Sachsen,60-199,0.00774,2025,1,Diabetes T2,777,0.37074,2024-12-30,0.03334
10170,Sachsen,60-199,0.02,2025,2,Diabetes T2,2008,0.39074,2025-01-06,0.05334
10218,Sachsen,60-199,0.02144,2025,3,Diabetes T2,2152,0.41218,2025-01-13,0.07478
10266,Sachsen,60-199,0.03807,2025,4,Diabetes T2,3823,0.45025,2025-01-20,0.11285
10314,Sachsen,60-199,0.06581999999999999,2025,5,Diabetes T2,6609,0.51607,2025-01-27,0.17867
10362,Sachsen,60-199,0.06481999999999999,2025,6,Diabetes T2,6508,0.58089,2025-02-03,0.24348999999999998
10410,Sachsen,60-199,0.07098,2025,7,Diabetes T2,7128,0.65187,2025-02-10,0.31446999999999997
10458,Sachsen,60-199,0.06331,2025,8,Diabetes T2,6357,0.71518,2025-02-17,0.37778
10506,Sachsen,60-199,0.06654000000000002,2025,9,Diabetes T2,6681,0.78172,2025-02-24,0.44432
15812,Sachsen,60-199,0.01484,2024,1,Hypertonie,6582,0.01484,2024-01-01,0.01484
15860,Sachsen,60-199,0.016059999999999998,2024,2,Hypertonie,7123,0.030899999999999997,2024-01-08,0.030899999999999997
15908,Sachsen,60-199,0.02538,2024,3,Hypertonie,11257,0.05628,2024-01-15,0.05628
15956,Sachsen,60-199,0.04904,2024,4,Hypertonie,21751,0.10532,2024-01-22,0.10532
16004,Sachsen,60-199,0.0618,2024,5,Hypertonie,27411,0.16712,2024-01-29,0.16712
16052,Sachsen,60-199,0.06962,2024,6,Hypertonie,30877,0.23674,2024-02-05,0.23674
16100,Sachsen,60-199,0.0423,2024,7,Hypertonie,18762,0.27904,2024-02-12,0.27904
16148,Sachsen,60-199,0.02258,2024,8,Hypertonie,10017,0.30162,2024-02-19,0.30162
16196,Sachsen,60-199,0.01369,2024,9,Hypertonie,6073,0.31531,2024-02-26,0.31531
16244,Sachsen,60-199,0.00645,2024,10,Hypertonie,2862,0.32176,2024-03-04,0.32176
16292,Sachsen,60-199,0.00631,2024,11,Hypertonie,2798,0.32807000000000003,2024-03-11,0.32807000000000003
16340,Sachsen,60-199,0.00373,2024,12,Hypertonie,1653,0.3318,2024-03-18,0.3318
16388,Sachsen,60-199,0.00186,2024,13,Hypertonie,826,0.33366,2024-03-25,0.33366
16436,Sachsen,60-199,0.001,2024,14,Hypertonie,445,0.33466,2024-04-01,0.33466
16481,Sachsen,60-199,0.00072,2024,15,Hypertonie,318,0.33538,2024-04-08,0.33538
16529,Sachsen,60-199,0.00065,2024,16,Hypertonie,286,0.33603,2024-04-15,0.33603
16574,Sachsen,60-199,0.00072,2024,17,Hypertonie,318,0.33675,2024-04-22,0.33675
16621,Sachsen,60-199,0.00065,2024,18,Hypertonie,286,0.3374,2024-04-29,0.3374
16668,Sachsen,60-199,0.0005,2024,19,Hypertonie,222,0.3379,2024-05-06,0.0005
16715,Sachsen,60-199,0.00043,2024,20,Hypertonie,190,0.33833,2024-05-13,0.00093
16759,Sachsen,60-199,0.00057,2024,21,Hypertonie,254,0.3389,2024-05-20,0.0015
16797,Sachsen,60-199,0.0005,2024,22,Hypertonie,222,0.3394,2024-05-27,0.002
16834,Sachsen,60-199,0.00057,2024,23,Hypertonie,254,0.33997,2024-06-03,0.0025700000000000002
16870,Sachsen,60-199,0.00043,2024,24,Hypertonie,190,0.3404,2024-06-10,0.003
16909,Sachsen,60-199,7.000000000000001e-05,2024,25,Hypertonie,31,0.34047,2024-06-17,0.00307
16948,Sachsen,60-199,0.00043,2024,26,Hypertonie,190,0.3409,2024-06-24,0.0035
16982,Sachsen,60-199,0.00014000000000000001,2024,27,Hypertonie,63,0.34104,2024-07-01,0.00364
17015,Sachsen,60-199,0.00022,2024,28,Hypertonie,95,0.34126,2024-07-08,0.00386
17049,Sachsen,60-199,0.00022,2024,29,Hypertonie,95,0.34148,2024-07-15,0.00408
17086,Sachsen,60-199,0.00022,2024,30,Hypertonie,95,0.3417,2024-07-22,0.0043
17144,Sachsen,60-199,0.00014000000000000001,2024,32,Hypertonie,63,0.34184,2024-08-05,0.00444
17183,Sachsen,60-199,0.00014000000000000001,2024,33,Hypertonie,63,0.34198,2024-08-12,0.00458
17216,Sachsen,60-199,0.00014000000000000001,2024,34,Hypertonie,63,0.34212,2024-08-19,0.00472
17249,Sachsen,60-199,7.000000000000001e-05,2024,35,Hypertonie,31,0.34219,2024-08-26,0.00479
17286,Sachsen,60-199,0.00028999999999999995,2024,36,Hypertonie,127,0.34248,2024-09-02,0.00508
17319,Sachsen,60-199,0.00022,2024,37,Hypertonie,95,0.3427,2024-09-09,0.0053
17354,Sachsen,60-199,0.00014000000000000001,2024,38,Hypertonie,63,0.34284,2024-09-16,0.00544
17392,Sachsen,60-199,0.00036,2024,39,Hypertonie,159,0.3432,2024-09-23,0.0058000000000000005
17431,Sachsen,60-199,0.00043,2024,40,Hypertonie,190,0.34363,2024-09-30,0.00623
17471,Sachsen,60-199,0.00036,2024,41,Hypertonie,159,0.34399,2024-10-07,0.00659
17511,Sachsen,60-199,0.00014000000000000001,2024,42,Hypertonie,63,0.34413,2024-10-14,0.00673
17554,Sachsen,60-199,0.00079,2024,43,Hypertonie,349,0.34492,2024-10-21,0.00752
17595,Sachsen,60-199,0.00057,2024,44,Hypertonie,254,0.34549,2024-10-28,0.00809
17637,Sachsen,60-199,0.00043,2024,45,Hypertonie,190,0.34592,2024-11-04,0.00852
17679,Sachsen,60-199,0.00072,2024,46,Hypertonie,318,0.34664,2024-11-11,0.00924
17724,Sachsen,60-199,0.00028999999999999995,2024,47,Hypertonie,127,0.34693,2024-11-18,0.00953
17771,Sachsen,60-199,0.00065,2024,48,Hypertonie,286,0.34758,2024-11-25,0.01018
17819,Sachsen,60-199,0.00158,2024,49,Hypertonie,699,0.34916,2024-12-02,0.01176
17866,Sachsen,60-199,0.00301,2024,50,Hypertonie,1335,0.35217,2024-12-09,0.01477
17913,Sachsen,60-199,0.00667,2024,51,Hypertonie,2957,0.35884,2024-12-16,0.02144
17961,Sachsen,60-199,0.00416,2024,52,Hypertonie,1844,0.363,2024-12-23,0.025599999999999998
18009,Sachsen,60-199,0.00774,2025,1,Hypertonie,3434,0.37074,2024-12-30,0.03334
18057,Sachsen,60-199,0.02,2025,2,Hypertonie,8872,0.39074,2025-01-06,0.05334
18105,Sachsen,60-199,0.02144,2025,3,Hypertonie,9508,0.41218,2025-01-13,0.07478
18153,Sachsen,60-199,0.03807,2025,4,Hypertonie,16885,0.45025,2025-01-20,0.11285
18201,Sachsen,60-199,0.06581999999999999,2025,5,Hypertonie,29192,0.51607,2025-01-27,0.17867
18249,Sachsen,60-199,0.06481999999999999,2025,6,Hypertonie,28747,0.58089,2025-02-03,0.24348999999999998
18297,Sachsen,60-199,0.07098,2025,7,Hypertonie,31482,0.65187,2025-02-10,0.31446999999999997
18345,Sachsen,60-199,0.06331,2025,8,Hypertonie,28079,0.71518,2025-02-17,0.37778
18393,Sachsen,60-199,0.06654000000000002,2025,9,Hypertonie,29510,0.78172,2025-02-24,0.44432
18441,Sachsen,60-199,0.01484,2024,1,keine,5920,0.01484,2024-01-01,0.01484
18489,Sachsen,60-199,0.016059999999999998,2024,2,keine,6406,0.030899999999999997,2024-01-08,0.030899999999999997
18537,Sachsen,60-199,0.02538,2024,3,keine,10124,0.05628,2024-01-15,0.05628
18585,Sachsen,60-199,0.04904,2024,4,keine,19562,0.10532,2024-01-22,0.10532
18633,Sachsen,60-199,0.0618,2024,5,keine,24653,0.16712,2024-01-29,0.16712
18681,Sachsen,60-199,0.06962,2024,6,keine,27770,0.23674,2024-02-05,0.23674
18729,Sachsen,60-199,0.0423,2024,7,keine,16874,0.27904,2024-02-12,0.27904
18777,Sachsen,60-199,0.02258,2024,8,keine,9009,0.30162,2024-02-19,0.30162
18825,Sachsen,60-199,0.01369,2024,9,keine,5462,0.31531,2024-02-26,0.31531
18873,Sachsen,60-199,0.00645,2024,10,keine,2574,0.32176,2024-03-04,0.32176
18921,Sachsen,60-199,0.00631,2024,11,keine,2516,0.32807000000000003,2024-03-11,0.32807000000000003
18969,Sachsen,60-199,0.00373,2024,12,keine,1487,0.3318,2024-03-18,0.3318
19017,Sachsen,60-199,0.00186,2024,13,keine,743,0.33366,2024-03-25,0.33366
19065,Sachsen,60-199,0.001,2024,14,keine,400,0.33466,2024-04-01,0.33466
19110,Sachsen,60-199,0.00072,2024,15,keine,286,0.33538,2024-04-08,0.33538
19158,Sachsen,60-199,0.00065,2024,16,keine,257,0.33603,2024-04-15,0.33603
19203,Sachsen,60-199,0.00072,2024,17,keine,286,0.33675,2024-04-22,0.33675
19250,Sachsen,60-199,0.00065,2024,18,keine,257,0.3374,2024-04-29,0.3374
19297,Sachsen,60-199,0.0005,2024,19,keine,200,0.3379,2024-05-06,0.0005
19344,Sachsen,60-199,0.00043,2024,20,keine,171,0.33833,2024-05-13,0.00093
19388,Sachsen,60-199,0.00057,2024,21,keine,228,0.3389,2024-05-20,0.0015
19426,Sachsen,60-199,0.0005,2024,22,keine,200,0.3394,2024-05-27,0.002
19463,Sachsen,60-199,0.00057,2024,23,keine,228,0.33997,2024-06-03,0.0025700000000000002
19499,Sachsen,60-199,0.00043,2024,24,keine,171,0.3404,2024-06-10,0.003
19538,Sachsen,60-199,7.000000000000001e-05,2024,25,keine,28,0.34047,2024-06-17,0.00307
19577,Sachsen,60-199,0.00043,2024,26,keine,171,0.3409,2024-06-24,0.0035
19611,Sachsen,60-199,0.00014000000000000001,2024,27,keine,57,0.34104,2024-07-01,0.00364
19644,Sachsen,60-199,0.00022,2024,28,keine,85,0.34126,2024-07-08,0.00386
19678,Sachsen,60-199,0.00022,2024,29,keine,85,0.34148,2024-07-15,0.00408
19715,Sachsen,60-199,0.00022,2024,30,keine,85,0.3417,2024-07-22,0.0043
19773,Sachsen,60-199,0.00014000000000000001,2024,32,keine,57,0.34184,2024-08-05,0.00444
19812,Sachsen,60-199,0.00014000000000000001,2024,33,keine,57,0.34198,2024-08-12,0.00458
19845,Sachsen,60-199,0.00014000000000000001,2024,34,keine,57,0.34212,2024-08-19,0.00472
19878,Sachsen,60-199,7.000000000000001e-05,2024,35,keine,28,0.34219,2024-08-26,0.00479
19915,Sachsen,60-199,0.00028999999999999995,2024,36,keine,114,0.34248,2024-09-02,0.00508
19948,Sachsen,60-199,0.00022,2024,37,keine,85,0.3427,2024-09-09,0.0053
19983,Sachsen,60-199,0.00014000000000000001,2024,38,keine,57,0.34284,2024-09-16,0.00544
20021,Sachsen,60-199,0.00036,2024,39,keine,143,0.3432,2024-09-23,0.0058000000000000005
20060,Sachsen,60-199,0.00043,2024,40,keine,171,0.34363,2024-09-30,0.00623
20100,Sachsen,60-199,0.00036,2024,41,keine,143,0.34399,2024-10-07,0.00659
20140,Sachsen,60-199,0.00014000000000000001,2024,42,keine,57,0.34413,2024-10-14,0.00673
20183,Sachsen,60-199,0.00079,2024,43,keine,314,0.34492,2024-10-21,0.00752
20224,Sachsen,60-199,0.00057,2024,44,keine,228,0.34549,2024-10-28,0.00809
20266,Sachsen,60-199,0.00043,2024,45,keine,171,0.34592,2024-11-04,0.00852
20308,Sachsen,60-199,0.00072,2024,46,keine,286,0.34664,2024-11-11,0.00924
20353,Sachsen,60-199,0.00028999999999999995,2024,47,keine,114,0.34693,2024-11-18,0.00953
20400,Sachsen,60-199,0.00065,2024,48,keine,257,0.34758,2024-11-25,0.01018
20448,Sachsen,60-199,0.00158,2024,49,keine,629,0.34916,2024-12-02,0.01176
20495,Sachsen,60-199,0.00301,2024,50,keine,1201,0.35217,2024-12-09,0.01477
20542,Sachsen,60-199,0.00667,2024,51,keine,2659,0.35884,2024-12-16,0.02144
20590,Sachsen,60-199,0.00416,2024,52,keine,1658,0.363,2024-12-23,0.025599999999999998
20638,Sachsen,60-199,0.00774,2025,1,keine,3088,0.37074,2024-12-30,0.03334
20686,Sachsen,60-199,0.02,2025,2,keine,7979,0.39074,2025-01-06,0.05334
20734,Sachsen,60-199,0.02144,2025,3,keine,8551,0.41218,2025-01-13,0.07478
20782,Sachsen,60-199,0.03807,2025,4,keine,15186,0.45025,2025-01-20,0.11285
20830,Sachsen,60-199,0.06581999999999999,2025,5,keine,26254,0.51607,2025-01-27,0.17867
20878,Sachsen,60-199,0.06481999999999999,2025,6,keine,25854,0.58089,2025-02-03,0.24348999999999998
20926,Sachsen,60-199,0.07098,2025,7,keine,28314,0.65187,2025-02-10,0.31446999999999997
20974,Sachsen,60-199,0.06331,2025,8,keine,25253,0.71518,2025-02-17,0.37778
21022,Sachsen,60-199,0.06654000000000002,2025,9,keine,26540,0.78172,2025-02-24,0.44432
10555,Sachsen-Anhalt,0-29,0.03744,2024,1,Asthma,628,0.03744,2024-01-01,0.03744
10603,Sachsen-Anhalt,0-29,0.0618,2024,2,Asthma,1037,0.09924,2024-01-08,0.09924
10651,Sachsen-Anhalt,0-29,0.16032,2024,3,Asthma,2690,0.25956,2024-01-15,0.25956
10699,Sachsen-Anhalt,0-29,0.30864,2024,4,Asthma,5178,0.5682,2024-01-22,0.5682
10747,Sachsen-Anhalt,0-29,0.33191,2024,5,Asthma,5569,0.90011,2024-01-29,0.90011
10795,Sachsen-Anhalt,0-29,0.22976,2024,6,Asthma,3855,1.12987,2024-02-05,1.0
10843,Sachsen-Anhalt,0-29,0.15596,2024,7,Asthma,2616,1.28583,2024-02-12,1.0
10891,Sachsen-Anhalt,0-29,0.12033,2024,8,Asthma,2019,1.40616,2024-02-19,1.0
10939,Sachsen-Anhalt,0-29,0.07162,2024,9,Asthma,1201,1.47778,2024-02-26,1.0
10987,Sachsen-Anhalt,0-29,0.03708,2024,10,Asthma,622,1.51486,2024-03-04,1.0
11035,Sachsen-Anhalt,0-29,0.03635,2024,11,Asthma,610,1.55121,2024-03-11,1.0
11083,Sachsen-Anhalt,0-29,0.06289,2024,12,Asthma,1055,1.6141,2024-03-18,1.0
11131,Sachsen-Anhalt,0-29,0.02218,2024,13,Asthma,372,1.63628,2024-03-25,1.0
11179,Sachsen-Anhalt,0-29,0.01672,2024,14,Asthma,280,1.653,2024-04-01,1.0
11224,Sachsen-Anhalt,0-29,0.01854,2024,15,Asthma,311,1.67154,2024-04-08,1.0
11272,Sachsen-Anhalt,0-29,0.01927,2024,16,Asthma,323,1.69081,2024-04-15,1.0
11317,Sachsen-Anhalt,0-29,0.01163,2024,17,Asthma,195,1.70244,2024-04-22,1.0
11364,Sachsen-Anhalt,0-29,0.00727,2024,18,Asthma,122,1.70971,2024-04-29,1.0
11411,Sachsen-Anhalt,0-29,0.00727,2024,19,Asthma,122,1.71698,2024-05-06,0.00727
11458,Sachsen-Anhalt,0-29,0.01018,2024,20,Asthma,170,1.72716,2024-05-13,0.01745
11502,Sachsen-Anhalt,0-29,0.00109,2024,21,Asthma,18,1.72825,2024-05-20,0.01854
11540,Sachsen-Anhalt,0-29,0.00254,2024,22,Asthma,42,1.73079,2024-05-27,0.02108
11613,Sachsen-Anhalt,0-29,0.00109,2024,24,Asthma,18,1.73188,2024-06-10,0.022170000000000002
11725,Sachsen-Anhalt,0-29,0.00073,2024,27,Asthma,12,1.73261,2024-07-01,0.0229
11758,Sachsen-Anhalt,0-29,0.00073,2024,28,Asthma,12,1.73334,2024-07-08,0.02363
11792,Sachsen-Anhalt,0-29,0.00036,2024,29,Asthma,6,1.7337,2024-07-15,0.02399
11829,Sachsen-Anhalt,0-29,0.00036,2024,30,Asthma,6,1.73406,2024-07-22,0.02435
11858,Sachsen-Anhalt,0-29,0.00073,2024,31,Asthma,12,1.73479,2024-07-29,0.02508
11887,Sachsen-Anhalt,0-29,0.00073,2024,32,Asthma,12,1.73552,2024-08-05,0.02581
11926,Sachsen-Anhalt,0-29,0.00036,2024,33,Asthma,6,1.73588,2024-08-12,0.026170000000000002
12029,Sachsen-Anhalt,0-29,0.00073,2024,36,Asthma,12,1.73661,2024-09-02,0.0269
12062,Sachsen-Anhalt,0-29,0.00073,2024,37,Asthma,12,1.73734,2024-09-09,0.027630000000000002
12097,Sachsen-Anhalt,0-29,0.00073,2024,38,Asthma,12,1.73807,2024-09-16,0.02836
12135,Sachsen-Anhalt,0-29,0.00073,2024,39,Asthma,12,1.7388,2024-09-23,0.02909
12214,Sachsen-Anhalt,0-29,0.00109,2024,41,Asthma,18,1.73989,2024-10-07,0.030180000000000002
12254,Sachsen-Anhalt,0-29,0.00218,2024,42,Asthma,36,1.74207,2024-10-14,0.03236
12297,Sachsen-Anhalt,0-29,0.00109,2024,43,Asthma,18,1.74316,2024-10-21,0.03345
12338,Sachsen-Anhalt,0-29,0.00073,2024,44,Asthma,12,1.74389,2024-10-28,0.03418
12380,Sachsen-Anhalt,0-29,0.00291,2024,45,Asthma,48,1.7468,2024-11-04,0.03709
12422,Sachsen-Anhalt,0-29,0.00109,2024,46,Asthma,18,1.74789,2024-11-11,0.03818
12467,Sachsen-Anhalt,0-29,0.00582,2024,47,Asthma,97,1.75371,2024-11-18,0.044
12514,Sachsen-Anhalt,0-29,0.00545,2024,48,Asthma,91,1.75916,2024-11-25,0.04945
12562,Sachsen-Anhalt,0-29,0.00545,2024,49,Asthma,91,1.76461,2024-12-02,0.0549
12609,Sachsen-Anhalt,0-29,0.016,2024,50,Asthma,268,1.78061,2024-12-09,0.0709
12656,Sachsen-Anhalt,0-29,0.03163,2024,51,Asthma,530,1.81224,2024-12-16,0.10253
12704,Sachsen-Anhalt,0-29,0.00909,2024,52,Asthma,152,1.8213300000000001,2024-12-23,0.11162
12752,Sachsen-Anhalt,0-29,0.01636,2025,1,Asthma,274,1.83769,2024-12-30,0.12797999999999998
12800,Sachsen-Anhalt,0-29,0.04144,2025,2,Asthma,695,1.87913,2025-01-06,0.16942
12848,Sachsen-Anhalt,0-29,0.11997,2025,3,Asthma,2012,1.9990999999999999,2025-01-13,0.28939
12896,Sachsen-Anhalt,0-29,0.30028,2025,4,Asthma,5038,2.29938,2025-01-20,0.5896699999999999
12944,Sachsen-Anhalt,0-29,0.30610000000000004,2025,5,Asthma,5136,2.60548,2025-01-27,0.89577
12992,Sachsen-Anhalt,0-29,0.33264,2025,6,Asthma,5581,2.93812,2025-02-03,1.0
13040,Sachsen-Anhalt,0-29,0.40753,2025,7,Asthma,6838,3.34565,2025-02-10,1.0
13088,Sachsen-Anhalt,0-29,0.5529400000000001,2025,8,Asthma,9278,3.89859,2025-02-17,1.0
13136,Sachsen-Anhalt,0-29,0.45624,2025,9,Asthma,7655,4.35483,2025-02-24,1.0
13184,Sachsen-Anhalt,0-29,0.03744,2024,1,COPD,545,0.03744,2024-01-01,0.03744
13232,Sachsen-Anhalt,0-29,0.0618,2024,2,COPD,901,0.09924,2024-01-08,0.09924
13280,Sachsen-Anhalt,0-29,0.16032,2024,3,COPD,2337,0.25956,2024-01-15,0.25956
13328,Sachsen-Anhalt,0-29,0.30864,2024,4,COPD,4499,0.5682,2024-01-22,0.5682
13376,Sachsen-Anhalt,0-29,0.33191,2024,5,COPD,4838,0.90011,2024-01-29,0.90011
13424,Sachsen-Anhalt,0-29,0.22976,2024,6,COPD,3349,1.12987,2024-02-05,1.0
13472,Sachsen-Anhalt,0-29,0.15596,2024,7,COPD,2273,1.28583,2024-02-12,1.0
13520,Sachsen-Anhalt,0-29,0.12033,2024,8,COPD,1754,1.40616,2024-02-19,1.0
13568,Sachsen-Anhalt,0-29,0.07162,2024,9,COPD,1044,1.47778,2024-02-26,1.0
13616,Sachsen-Anhalt,0-29,0.03708,2024,10,COPD,540,1.51486,2024-03-04,1.0
13664,Sachsen-Anhalt,0-29,0.03635,2024,11,COPD,530,1.55121,2024-03-11,1.0
13712,Sachsen-Anhalt,0-29,0.06289,2024,12,COPD,916,1.6141,2024-03-18,1.0
13760,Sachsen-Anhalt,0-29,0.02218,2024,13,COPD,323,1.63628,2024-03-25,1.0
13808,Sachsen-Anhalt,0-29,0.01672,2024,14,COPD,243,1.653,2024-04-01,1.0
13853,Sachsen-Anhalt,0-29,0.01854,2024,15,COPD,270,1.67154,2024-04-08,1.0
13901,Sachsen-Anhalt,0-29,0.01927,2024,16,COPD,280,1.69081,2024-04-15,1.0
13946,Sachsen-Anhalt,0-29,0.01163,2024,17,COPD,169,1.70244,2024-04-22,1.0
13993,Sachsen-Anhalt,0-29,0.00727,2024,18,COPD,106,1.70971,2024-04-29,1.0
14040,Sachsen-Anhalt,0-29,0.00727,2024,19,COPD,106,1.71698,2024-05-06,0.00727
14087,Sachsen-Anhalt,0-29,0.01018,2024,20,COPD,148,1.72716,2024-05-13,0.01745
14131,Sachsen-Anhalt,0-29,0.00109,2024,21,COPD,15,1.72825,2024-05-20,0.01854
14169,Sachsen-Anhalt,0-29,0.00254,2024,22,COPD,37,1.73079,2024-05-27,0.02108
14242,Sachsen-Anhalt,0-29,0.00109,2024,24,COPD,15,1.73188,2024-06-10,0.022170000000000002
14354,Sachsen-Anhalt,0-29,0.00073,2024,27,COPD,10,1.73261,2024-07-01,0.0229
14387,Sachsen-Anhalt,0-29,0.00073,2024,28,COPD,10,1.73334,2024-07-08,0.02363
14421,Sachsen-Anhalt,0-29,0.00036,2024,29,COPD,5,1.7337,2024-07-15,0.02399
14458,Sachsen-Anhalt,0-29,0.00036,2024,30,COPD,5,1.73406,2024-07-22,0.02435
14487,Sachsen-Anhalt,0-29,0.00073,2024,31,COPD,10,1.73479,2024-07-29,0.02508
14516,Sachsen-Anhalt,0-29,0.00073,2024,32,COPD,10,1.73552,2024-08-05,0.02581
14555,Sachsen-Anhalt,0-29,0.00036,2024,33,COPD,5,1.73588,2024-08-12,0.026170000000000002
14658,Sachsen-Anhalt,0-29,0.00073,2024,36,COPD,10,1.73661,2024-09-02,0.0269
14691,Sachsen-Anhalt,0-29,0.00073,2024,37,COPD,10,1.73734,2024-09-09,0.027630000000000002
14726,Sachsen-Anhalt,0-29,0.00073,2024,38,COPD,10,1.73807,2024-09-16,0.02836
14764,Sachsen-Anhalt,0-29,0.00073,2024,39,COPD,10,1.7388,2024-09-23,0.02909
14843,Sachsen-Anhalt,0-29,0.00109,2024,41,COPD,15,1.73989,2024-10-07,0.030180000000000002
14883,Sachsen-Anhalt,0-29,0.00218,2024,42,COPD,31,1.74207,2024-10-14,0.03236
14926,Sachsen-Anhalt,0-29,0.00109,2024,43,COPD,15,1.74316,2024-10-21,0.03345
14967,Sachsen-Anhalt,0-29,0.00073,2024,44,COPD,10,1.74389,2024-10-28,0.03418
15009,Sachsen-Anhalt,0-29,0.00291,2024,45,COPD,42,1.7468,2024-11-04,0.03709
15051,Sachsen-Anhalt,0-29,0.00109,2024,46,COPD,15,1.74789,2024-11-11,0.03818
15096,Sachsen-Anhalt,0-29,0.00582,2024,47,COPD,84,1.75371,2024-11-18,0.044
15143,Sachsen-Anhalt,0-29,0.00545,2024,48,COPD,79,1.75916,2024-11-25,0.04945
15191,Sachsen-Anhalt,0-29,0.00545,2024,49,COPD,79,1.76461,2024-12-02,0.0549
15238,Sachsen-Anhalt,0-29,0.016,2024,50,COPD,233,1.78061,2024-12-09,0.0709
15285,Sachsen-Anhalt,0-29,0.03163,2024,51,COPD,461,1.81224,2024-12-16,0.10253
15333,Sachsen-Anhalt,0-29,0.00909,2024,52,COPD,132,1.8213300000000001,2024-12-23,0.11162
15381,Sachsen-Anhalt,0-29,0.01636,2025,1,COPD,238,1.83769,2024-12-30,0.12797999999999998
15429,Sachsen-Anhalt,0-29,0.04144,2025,2,COPD,604,1.87913,2025-01-06,0.16942
15477,Sachsen-Anhalt,0-29,0.11997,2025,3,COPD,1749,1.9990999999999999,2025-01-13,0.28939
