,week,kvregion,region,specialization,gender,age_group,insurancecode,insurancetype,risk_groups,absolute,extrapolated
762,2024-37,Schleswig-Holstein,Region Nord,3,f,60-199,89111,GKV,,33,634
763,2024-37,Schleswig-Holstein,Region Nord,3,f,60-199,89111,GKV,Chronische Herzkreislauf,1,19
764,2024-37,Schleswig-Holstein,Region Nord,3,f,60-199,89111,GKV,Diabetes T2,1,19
765,2024-37,Schleswig-Holstein,Region Nord,3,m,30-59,89112,GKV,,8,154
766,2024-37,Schleswig-Holstein,Region Nord,3,m,30-59,89112,GKV,Chronische Herzkreislauf,1,19
767,2024-37,Schleswig-Holstein,Region Nord,3,m,30-59,89112,GKV,Hypertonie,1,19
768,2024-37,Schleswig-Holstein,Region Nord,3,m,60-199,375,PKV,,1,19
769,2024-37,Schleswig-Holstein,Region Nord,3,m,60-199,5,PKV,,1,19
770,2024-37,Schleswig-Holstein,Region Nord,3,m,60-199,89111,GKV,,3,58
771,2024-37,Schleswig-Holstein,Region Nord,3,m,60-199,89111,GKV,,23,442
772,2024-37,Schleswig-Holstein,Region Nord,3,m,60-199,89111,GKV,COPD,1,19
773,2024-37,Schleswig-Holstein,Region Nord,3,m,60-199,89111,GKV,Chronische Herzkreislauf,1,19
774,2024-37,Schleswig-Holstein,Region Nord,3,m,60-199,89111,GKV,Diabetes T2,1,19
775,2024-37,Schleswig-Holstein,Region Nord,3,m,60-199,89111,GKV,Hypertonie,1,19
776,2024-37,Schleswig-Holstein,Region Nord,3,m,60-199,89112,GKV,,2,38
777,2024-37,Thüringen,Region Ost,1,f,30-59,89112,GKV,,1,25
778,2024-37,Thüringen,Region Ost,1,f,30-59,89112,GKV,,2,50
779,2024-37,Thüringen,Region Ost,1,f,60-199,89111,GKV,,9,225
780,2024-37,Thüringen,Region Ost,1,f,60-199,89111,GKV,COPD,1,25
781,2024-37,Thüringen,Region Ost,1,f,60-199,89111,GKV,Hypertonie,1,25
782,2024-37,Thüringen,Region Ost,1,f,60-199,89111,GKV,,36,898
783,2024-37,Thüringen,Region Ost,1,f,60-199,89111,GKV,Asthma,1,25
784,2024-37,Thüringen,Region Ost,1,f,60-199,89111,GKV,Diabetes T2,1,25
785,2024-37,Thüringen,Region Ost,1,f,60-199,89111,GKV,Hypertonie,2,50
786,2024-37,Thüringen,Region Ost,1,m,30-59,89112,GKV,,1,25
787,2024-37,Thüringen,Region Ost,1,m,30-59,89112,GKV,Hypertonie,1,25
788,2024-37,Thüringen,Region Ost,1,m,30-59,89112,GKV,,2,50
789,2024-37,Thüringen,Region Ost,1,m,60-199,1,PKV,,1,25
790,2024-37,Thüringen,Region Ost,1,m,60-199,2,PKV,,1,25
791,2024-37,Thüringen,Region Ost,1,m,60-199,375,PKV,Diabetes T2,1,25
792,2024-37,Thüringen,Region Ost,1,m,60-199,375,PKV,Hypertonie,1,25
793,2024-37,Thüringen,Region Ost,1,m,60-199,89111,GKV,,9,225
794,2024-37,Thüringen,Region Ost,1,m,60-199,89111,GKV,Chronische Herzkreislauf,1,25
795,2024-37,Thüringen,Region Ost,1,m,60-199,89111,GKV,Diabetes T2,2,50
796,2024-37,Thüringen,Region Ost,1,m,60-199,89111,GKV,Hypertonie,1,25
797,2024-37,Thüringen,Region Ost,1,m,60-199,89111,GKV,,24,599
798,2024-37,Thüringen,Region Ost,1,m,60-199,89111,GKV,Asthma,1,25
800,2024-37,Thüringen,Region Ost,1,m,60-199,89111,GKV,Diabetes T2,3,75
801,2024-37,Thüringen,Region Ost,1,m,60-199,89111,GKV,Hypertonie,2,50
802,2024-37,Thüringen,Region Ost,3,f,30-59,89112,GKV,,1,48
804,2024-37,Thüringen,Region Ost,3,f,30-59,89112,GKV,Asthma,1,48
805,2024-37,Thüringen,Region Ost,3,f,30-59,89112,GKV,Hypertonie,1,48
806,2024-37,Thüringen,Region Ost,3,f,60-199,89111,GKV,,24,1150
807,2024-37,Thüringen,Region Ost,3,m,30-59,89112,GKV,COPD,1,48
808,2024-37,Thüringen,Region Ost,3,m,60-199,89111,GKV,,10,479
809,2024-37,Thüringen,Region Ost,3,m,60-199,89111,GKV,Diabetes T2,1,48
810,2024-37,Thüringen,Region Ost,3,m,60-199,89112,GKV,,1,48
811,2024-38,Baden-Württemberg,Region Süd,1,f,30-59,375,PKV,,2,90
812,2024-38,Baden-Württemberg,Region Süd,1,f,30-59,804,PKV,,1,45
813,2024-38,Baden-Württemberg,Region Süd,1,f,30-59,89111,GKV,,1,45
814,2024-38,Baden-Württemberg,Region Süd,1,f,30-59,89112,GKV,,7,315
815,2024-38,Baden-Württemberg,Region Süd,1,f,30-59,89112,GKV,,8,360
816,2024-38,Baden-Württemberg,Region Süd,1,f,30-59,89112Y,GKV,,1,45
817,2024-38,Baden-Württemberg,Region Süd,1,f,60-199,375,GKV,,1,45
818,2024-38,Baden-Württemberg,Region Süd,1,f,60-199,375,PKV,,4,180
819,2024-38,Baden-Württemberg,Region Süd,1,f,60-199,377,PKV,,1,45
820,2024-38,Baden-Württemberg,Region Süd,1,f,60-199,89111,GKV,,18,811
821,2024-38,Baden-Württemberg,Region Süd,1,f,60-199,89111,GKV,Chronische Herzkreislauf,1,45
822,2024-38,Baden-Württemberg,Region Süd,1,f,60-199,89111,GKV,Diabetes T2,1,45
823,2024-38,Baden-Württemberg,Region Süd,1,f,60-199,89111,GKV,,64,2884
824,2024-38,Baden-Württemberg,Region Süd,1,f,60-199,89111,GKV,Asthma,1,45
825,2024-38,Baden-Württemberg,Region Süd,1,f,60-199,89111,GKV,COPD,1,45
827,2024-38,Baden-Württemberg,Region Süd,1,f,60-199,89111,GKV,Chronische Leberkrankheit,1,45
828,2024-38,Baden-Württemberg,Region Süd,1,f,60-199,89111,GKV,Diabetes T2,2,90
829,2024-38,Baden-Württemberg,Region Süd,1,f,60-199,89111,GKV,Hypertonie,5,225
830,2024-38,Baden-Württemberg,Region Süd,1,f,60-199,89112,GKV,,2,90
831,2024-38,Baden-Württemberg,Region Süd,1,f,60-199,89112Y,GKV,,1,45
832,2024-38,Baden-Württemberg,Region Süd,1,m,0-29,375,GKV,,1,45
833,2024-38,Baden-Württemberg,Region Süd,1,m,0-29,89112,GKV,,1,45
835,2024-38,Baden-Württemberg,Region Süd,1,m,0-29,89112,GKV,Hypertonie,1,45
836,2024-38,Baden-Württemberg,Region Süd,1,m,30-59,89112,GKV,,1,45
837,2024-38,Baden-Württemberg,Region Süd,1,m,30-59,89112,GKV,Asthma,1,45
838,2024-38,Baden-Württemberg,Region Süd,1,m,30-59,89112,GKV,,19,856
839,2024-38,Baden-Württemberg,Region Süd,1,m,60-199,3560,PKV,,1,45
840,2024-38,Baden-Württemberg,Region Süd,1,m,60-199,3574,PKV,,1,45
841,2024-38,Baden-Württemberg,Region Süd,1,m,60-199,375,PKV,,9,406
842,2024-38,Baden-Württemberg,Region Süd,1,m,60-199,375,PKV,,1,45
843,2024-38,Baden-Württemberg,Region Süd,1,m,60-199,377,PKV,,1,45
844,2024-38,Baden-Württemberg,Region Süd,1,m,60-199,89111,GKV,,18,811
845,2024-38,Baden-Württemberg,Region Süd,1,m,60-199,89111,GKV,Chronische Herzkreislauf,1,45
846,2024-38,Baden-Württemberg,Region Süd,1,m,60-199,89111,GKV,,40,1802
847,2024-38,Baden-Württemberg,Region Süd,1,m,60-199,89111,GKV,Diabetes T2,2,90
848,2024-38,Baden-Württemberg,Region Süd,1,m,60-199,89111,GKV,Hypertonie,2,90
849,2024-38,Baden-Württemberg,Region Süd,1,m,60-199,89112,GKV,,2,90
850,2024-38,Baden-Württemberg,Region Süd,2,f,60-199,2,PKV,,1,87
851,2024-38,Baden-Württemberg,Region Süd,3,f,0-29,89112,GKV,,1,63
852,2024-38,Baden-Württemberg,Region Süd,3,f,30-59,1,PKV,,1,63
853,2024-38,Baden-Württemberg,Region Süd,3,f,30-59,375,PKV,,1,63
854,2024-38,Baden-Württemberg,Region Süd,3,f,30-59,89111,GKV,,1,63
855,2024-38,Baden-Württemberg,Region Süd,3,f,30-59,89112,GKV,,5,317
856,2024-38,Baden-Württemberg,Region Süd,3,f,30-59,89112,GKV,,6,380
857,2024-38,Baden-Württemberg,Region Süd,3,f,30-59,89112,GKV,Hypertonie,1,63
858,2024-38,Baden-Württemberg,Region Süd,3,f,30-59,89112Y,GKV,,1,63
859,2024-38,Baden-Württemberg,Region Süd,3,f,60-199,2ZT,PKV,,1,63
860,2024-38,Baden-Württemberg,Region Süd,3,f,60-199,375,PKV,,4,253
861,2024-38,Baden-Württemberg,Region Süd,3,f,60-199,7,PKV,Diabetes T2,1,63
862,2024-38,Baden-Württemberg,Region Süd,3,f,60-199,89111,GKV,,25,1584
863,2024-38,Baden-Württemberg,Region Süd,3,f,60-199,89111,GKV,Hypertonie,1,63
864,2024-38,Baden-Württemberg,Region Süd,3,f,60-199,89111,GKV,,56,3548
865,2024-38,Baden-Württemberg,Region Süd,3,f,60-199,89111,GKV,Hypertonie,2,127
866,2024-38,Baden-Württemberg,Region Süd,3,f,60-199,89112,GKV,,1,63
867,2024-38,Baden-Württemberg,Region Süd,3,m,0-29,375,PKV,,1,63
868,2024-38,Baden-Württemberg,Region Süd,3,m,0-29,89112,GKV,,1,63
869,2024-38,Baden-Württemberg,Region Süd,3,m,30-59,375,PKV,,1,63
870,2024-38,Baden-Württemberg,Region Süd,3,m,30-59,89112,GKV,,5,317
871,2024-38,Baden-Württemberg,Region Süd,3,m,30-59,89112,GKV,,7,444
872,2024-38,Baden-Württemberg,Region Süd,3,m,30-59,89112,GKV,Chronische Leberkrankheit,1,63
873,2024-38,Baden-Württemberg,Region Süd,3,m,30-59,89112,GKV,Diabetes T2,1,63
874,2024-38,Baden-Württemberg,Region Süd,3,m,30-59,89112,GKV,Hypertonie,1,63
875,2024-38,Baden-Württemberg,Region Süd,3,m,60-199,1,PKV,,1,63
876,2024-38,Baden-Württemberg,Region Süd,3,m,60-199,375,PKV,,6,380
877,2024-38,Baden-Württemberg,Region Süd,3,m,60-199,377,PKV,,1,63
878,2024-38,Baden-Württemberg,Region Süd,3,m,60-199,89111,GKV,,23,1457
879,2024-38,Baden-Württemberg,Region Süd,3,m,60-199,89111,GKV,,56,3548
880,2024-38,Baden-Württemberg,Region Süd,3,m,60-199,89111,GKV,COPD,2,127
881,2024-38,Baden-Württemberg,Region Süd,3,m,60-199,89111,GKV,Chronische Leberkrankheit,1,63
882,2024-38,Baden-Württemberg,Region Süd,3,m,60-199,89111,GKV,Hypertonie,2,127
883,2024-38,Bayern,Region Süd,1,f,0-29,89111,GKV,,1,47
885,2024-38,Bayern,Region Süd,1,f,0-29,89112,GKV,,3,141
886,2024-38,Bayern,Region Süd,1,f,0-29,89112,GKV,Asthma,1,47
887,2024-38,Bayern,Region Süd,1,f,0-29,89112Z,GKV,,5,236
888,2024-38,Bayern,Region Süd,1,f,30-59,1,PKV,,1,47
889,2024-38,Bayern,Region Süd,1,f,30-59,375,PKV,,1,47
890,2024-38,Bayern,Region Süd,1,f,30-59,7,PKV,,1,47
891,2024-38,Bayern,Region Süd,1,f,30-59,89111,GKV,,1,47
892,2024-38,Bayern,Region Süd,1,f,30-59,89111,GKV,,10,471
893,2024-38,Bayern,Region Süd,1,f,30-59,89112,GKV,,1,47
894,2024-38,Bayern,Region Süd,1,f,30-59,89112,GKV,,28,1320
895,2024-38,Bayern,Region Süd,1,f,30-59,89112,GKV,Asthma,3,141
896,2024-38,Bayern,Region Süd,1,f,30-59,89112,GKV,Chronische Leberkrankheit,1,47
897,2024-38,Bayern,Region Süd,1,f,30-59,89112,GKV,Diabetes T2,1,47
898,2024-38,Bayern,Region Süd,1,f,30-59,89112,GKV,Hypertonie,1,47
899,2024-38,Bayern,Region Süd,1,f,30-59,89112Y,GKV,,1,47
900,2024-38,Bayern,Region Süd,1,f,30-59,89112Z,GKV,,10,471
901,2024-38,Bayern,Region Süd,1,f,60-199,*Sa1.2,PKV,,1,47
902,2024-38,Bayern,Region Süd,1,f,60-199,2,PKV,,1,47
904,2024-38,Bayern,Region Süd,1,f,60-199,375,PKV,,10,471
905,2024-38,Bayern,Region Süd,1,f,60-199,377,PKV,,1,47
906,2024-38,Bayern,Region Süd,1,f,60-199,89111,GKV,,13,613
907,2024-38,Bayern,Region Süd,1,f,60-199,89111,GKV,Hypertonie,3,141
908,2024-38,Bayern,Region Süd,1,f,60-199,89111,GKV,,175,8250
909,2024-38,Bayern,Region Süd,1,f,60-199,89111,GKV,Asthma,3,141
910,2024-38,Bayern,Region Süd,1,f,60-199,89111,GKV,Chronische Herzkreislauf,3,141
911,2024-38,Bayern,Region Süd,1,f,60-199,89111,GKV,Chronische Leberkrankheit,2,94
912,2024-38,Bayern,Region Süd,1,f,60-199,89111,GKV,Diabetes T2,5,236
913,2024-38,Bayern,Region Süd,1,f,60-199,89111,GKV,Hypertonie,5,236
914,2024-38,Bayern,Region Süd,1,f,60-199,89112,GKV,,7,330
915,2024-38,Bayern,Region Süd,1,f,60-199,89112,GKV,COPD,1,47
916,2024-38,Bayern,Region Süd,1,f,60-199,89112,GKV,Chronische Leberkrankheit,1,47
917,2024-38,Bayern,Region Süd,1,m,0-29,35100,GKV,,1,47
918,2024-38,Bayern,Region Süd,1,m,0-29,89111,GKV,,2,94
919,2024-38,Bayern,Region Süd,1,m,0-29,89112,GKV,,4,189
920,2024-38,Bayern,Region Süd,1,m,0-29,89112,GKV,Asthma,2,94
921,2024-38,Bayern,Region Süd,1,m,0-29,89112Z,GKV,,3,141
922,2024-38,Bayern,Region Süd,1,m,0-29,89112Z,GKV,Asthma,1,47
923,2024-38,Bayern,Region Süd,1,m,30-59,375,PKV,,2,94
924,2024-38,Bayern,Region Süd,1,m,30-59,375,PKV,Chronische Herzkreislauf,1,47
925,2024-38,Bayern,Region Süd,1,m,30-59,375,PKV,Chronische Leberkrankheit,1,47
926,2024-38,Bayern,Region Süd,1,m,30-59,89111,GKV,,4,189
927,2024-38,Bayern,Region Süd,1,m,30-59,89111,GKV,COPD,1,47
928,2024-38,Bayern,Region Süd,1,m,30-59,89112,GKV,,2,94
929,2024-38,Bayern,Region Süd,1,m,30-59,89112,GKV,,18,849
930,2024-38,Bayern,Region Süd,1,m,30-59,89112,GKV,Asthma,3,141
931,2024-38,Bayern,Region Süd,1,m,30-59,89112,GKV,COPD,1,47
932,2024-38,Bayern,Region Süd,1,m,30-59,89112,GKV,Chronische Herzkreislauf,1,47
933,2024-38,Bayern,Region Süd,1,m,30-59,89112,GKV,Chronische Leberkrankheit,1,47
934,2024-38,Bayern,Region Süd,1,m,30-59,89112,GKV,Hypertonie,1,47
935,2024-38,Bayern,Region Süd,1,m,30-59,89112Z,GKV,,15,707
936,2024-38,Bayern,Region Süd,1,m,60-199,3551,PKV,,1,47
937,2024-38,Bayern,Region Süd,1,m,60-199,375,PKV,,22,1037
938,2024-38,Bayern,Region Süd,1,m,60-199,375,PKV,Chronische Herzkreislauf,4,189
939,2024-38,Bayern,Region Süd,1,m,60-199,375,PKV,Diabetes T2,1,47
940,2024-38,Bayern,Region Süd,1,m,60-199,375,PKV,Hypertonie,2,94
941,2024-38,Bayern,Region Süd,1,m,60-199,377,PKV,,2,94
942,2024-38,Bayern,Region Süd,1,m,60-199,5,PKV,Asthma,1,47
943,2024-38,Bayern,Region Süd,1,m,60-199,89111,GKV,,10,471
944,2024-38,Bayern,Region Süd,1,m,60-199,89111,GKV,Chronische Herzkreislauf,1,47
945,2024-38,Bayern,Region Süd,1,m,60-199,89111,GKV,Hypertonie,2,94
946,2024-38,Bayern,Region Süd,1,m,60-199,89111,GKV,,144,6788
947,2024-38,Bayern,Region Süd,1,m,60-199,89111,GKV,Asthma,1,47
948,2024-38,Bayern,Region Süd,1,m,60-199,89111,GKV,COPD,2,94
949,2024-38,Bayern,Region Süd,1,m,60-199,89111,GKV,Chronische Herzkreislauf,3,141
950,2024-38,Bayern,Region Süd,1,m,60-199,89111,GKV,Diabetes T2,7,330
951,2024-38,Bayern,Region Süd,1,m,60-199,89111,GKV,Hypertonie,7,330
952,2024-38,Bayern,Region Süd,1,m,60-199,89112,GKV,,1,47
953,2024-38,Bayern,Region Süd,1,m,60-199,89112,GKV,,5,236
954,2024-38,Bayern,Region Süd,2,f,60-199,375,PKV,,2,158
955,2024-38,Bayern,Region Süd,2,f,60-199,89111,GKV,,4,316
956,2024-38,Bayern,Region Süd,2,f,60-199,89111,GKV,Hypertonie,1,79
957,2024-38,Bayern,Region Süd,2,f,60-199,89112,GKV,,1,79
958,2024-38,Bayern,Region Süd,2,m,60-199,375,PKV,,1,79
959,2024-38,Bayern,Region Süd,2,m,60-199,89111,GKV,,8,633
960,2024-38,Bayern,Region Süd,2,m,60-199,89111,GKV,COPD,1,79
961,2024-38,Bayern,Region Süd,2,m,60-199,89112,GKV,,1,79
962,2024-38,Bayern,Region Süd,3,f,30-59,375,PKV,,2,127
963,2024-38,Bayern,Region Süd,3,f,30-59,89112,GKV,,6,382
964,2024-38,Bayern,Region Süd,3,f,60-199,2,PKV,,1,64
965,2024-38,Bayern,Region Süd,3,f,60-199,375,PKV,,6,382
966,2024-38,Bayern,Region Süd,3,f,60-199,89111,GKV,,5,318
967,2024-38,Bayern,Region Süd,3,f,60-199,89111,GKV,Diabetes T1,1,64
968,2024-38,Bayern,Region Süd,3,f,60-199,89111,GKV,,68,4328
969,2024-38,Bayern,Region Süd,3,f,60-199,89111,GKV,COPD,1,64
970,2024-38,Bayern,Region Süd,3,f,60-199,89111,GKV,Chronische Herzkreislauf,2,127
971,2024-38,Bayern,Region Süd,3,f,60-199,89111,GKV,Chronische Leberkrankheit,3,191
972,2024-38,Bayern,Region Süd,3,f,60-199,89111,GKV,Diabetes T2,1,64
973,2024-38,Bayern,Region Süd,3,f,60-199,89111,GKV,Hypertonie,5,318
974,2024-38,Bayern,Region Süd,3,f,60-199,89112,GKV,,2,127
975,2024-38,Bayern,Region Süd,3,m,0-29,89112Z,GKV,,1,64
976,2024-38,Bayern,Region Süd,3,m,30-59,89111,GKV,,1,64
977,2024-38,Bayern,Region Süd,3,m,30-59,89112,GKV,,5,318
978,2024-38,Bayern,Region Süd,3,m,30-59,89112Z,GKV,,4,255
979,2024-38,Bayern,Region Süd,3,m,60-199,2,PKV,,1,64
980,2024-38,Bayern,Region Süd,3,m,60-199,375,PKV,,17,1082
981,2024-38,Bayern,Region Süd,3,m,60-199,375,PKV,,1,64
982,2024-38,Bayern,Region Süd,3,m,60-199,89111,GKV,,2,127
983,2024-38,Bayern,Region Süd,3,m,60-199,89111,GKV,,49,3119
984,2024-38,Bayern,Region Süd,3,m,60-199,89111,GKV,Chronische Herzkreislauf,1,64
985,2024-38,Bayern,Region Süd,3,m,60-199,89111,GKV,Chronische Leberkrankheit,1,64
986,2024-38,Bayern,Region Süd,3,m,60-199,89111,GKV,Diabetes T2,2,127
987,2024-38,Bayern,Region Süd,3,m,60-199,89111,GKV,Hypertonie,3,191
988,2024-38,Bayern,Region Süd,3,m,60-199,89112,GKV,,1,64
989,2024-38,Bayern,Region Süd,3,m,60-199,89112,GKV,,3,191
990,2024-38,Bayern,Region Süd,3,m,60-199,A76,PKV,,1,64
991,2024-38,Berlin,Region Ost,1,f,0-29,377,PKV,,1,52
992,2024-38,Berlin,Region Ost,1,f,0-29,89112,GKV,,1,52
993,2024-38,Berlin,Region Ost,1,f,0-29,89112Y,GKV,,1,52
994,2024-38,Berlin,Region Ost,1,f,30-59,375,PKV,,1,52
995,2024-38,Berlin,Region Ost,1,f,30-59,377,GKV,,1,52
996,2024-38,Berlin,Region Ost,1,f,30-59,89112,GKV,,20,1046
997,2024-38,Berlin,Region Ost,1,f,30-59,89112,GKV,Asthma,3,157
998,2024-38,Berlin,Region Ost,1,f,30-59,89112,GKV,Diabetes T2,1,52
999,2024-38,Berlin,Region Ost,1,f,30-59,89112,GKV,Hypertonie,2,105
1000,2024-38,Berlin,Region Ost,1,f,30-59,89112Y,GKV,,1,52
1001,2024-38,Berlin,Region Ost,1,f,60-199,375,PKV,,4,209
1002,2024-38,Berlin,Region Ost,1,f,60-199,377,PKV,,2,105
1003,2024-38,Berlin,Region Ost,1,f,60-199,89111,GKV,,1,52
1004,2024-38,Berlin,Region Ost,1,f,60-199,89111,GKV,,41,2143
1005,2024-38,Berlin,Region Ost,1,f,60-199,89111,GKV,Asthma,1,52
1006,2024-38,Berlin,Region Ost,1,f,60-199,89111,GKV,COPD,1,52
1007,2024-38,Berlin,Region Ost,1,f,60-199,89111,GKV,Chronische Herzkreislauf,1,52
1008,2024-38,Berlin,Region Ost,1,f,60-199,89111,GKV,Chronische Leberkrankheit,2,105
1009,2024-38,Berlin,Region Ost,1,f,60-199,89111,GKV,Diabetes T2,3,157
1010,2024-38,Berlin,Region Ost,1,f,60-199,89111,GKV,Hypertonie,5,261
1011,2024-38,Berlin,Region Ost,1,f,60-199,89112,GKV,,1,52
1012,2024-38,Berlin,Region Ost,1,f,60-199,89112,GKV,,6,314
1013,2024-38,Berlin,Region Ost,1,m,0-29,375,GKV,,1,52
1014,2024-38,Berlin,Region Ost,1,m,0-29,89112,GKV,Asthma,1,52
1015,2024-38,Berlin,Region Ost,1,m,30-59,377,PKV,,1,52
1016,2024-38,Berlin,Region Ost,1,m,30-59,89111,GKV,,2,105
1017,2024-38,Berlin,Region Ost,1,m,30-59,89112,GKV,,1,52
1018,2024-38,Berlin,Region Ost,1,m,30-59,89112,GKV,,19,993
1019,2024-38,Berlin,Region Ost,1,m,30-59,89112,GKV,Chronische Leberkrankheit,1,52
1020,2024-38,Berlin,Region Ost,1,m,30-59,89112,GKV,Diabetes T2,1,52
1021,2024-38,Berlin,Region Ost,1,m,30-59,89112Y,GKV,,1,52
1022,2024-38,Berlin,Region Ost,1,m,30-59,89112Y,GKV,Hypertonie,1,52
1023,2024-38,Berlin,Region Ost,1,m,60-199,375,PKV,,4,209
1024,2024-38,Berlin,Region Ost,1,m,60-199,89111,GKV,,2,105
1025,2024-38,Berlin,Region Ost,1,m,60-199,89111,GKV,,44,2300
1026,2024-38,Berlin,Region Ost,1,m,60-199,89111,GKV,Asthma,1,52
1027,2024-38,Berlin,Region Ost,1,m,60-199,89111,GKV,Chronische Herzkreislauf,1,52
1028,2024-38,Berlin,Region Ost,1,m,60-199,89111,GKV,Chronische Leberkrankheit,2,105
1029,2024-38,Berlin,Region Ost,1,m,60-199,89111,GKV,Diabetes T2,4,209
1030,2024-38,Berlin,Region Ost,1,m,60-199,89111,GKV,Hypertonie,4,209
1031,2024-38,Berlin,Region Ost,1,m,60-199,89112,GKV,,2,105
1032,2024-38,Berlin,Region Ost,1,m,60-199,89112,GKV,Chronische Leberkrankheit,1,52
1033,2024-38,Berlin,Region Ost,1,m,60-199,89112,GKV,Hypertonie,2,105
1034,2024-38,Berlin,Region Ost,3,f,30-59,89111,GKV,,1,50
1035,2024-38,Berlin,Region Ost,3,f,30-59,89111,GKV,,2,101
1036,2024-38,Berlin,Region Ost,3,f,30-59,89111,GKV,Asthma,1,50
1037,2024-38,Berlin,Region Ost,3,f,30-59,89112,GKV,,1,50
1038,2024-38,Berlin,Region Ost,3,f,30-59,89112,GKV,,4,201
1039,2024-38,Berlin,Region Ost,3,f,60-199,375,PKV,,2,101
1040,2024-38,Berlin,Region Ost,3,f,60-199,89111,GKV,,14,704
1041,2024-38,Berlin,Region Ost,3,f,60-199,89111,GKV,Diabetes T2,1,50
1042,2024-38,Berlin,Region Ost,3,f,60-199,89111,GKV,Hypertonie,2,101
1043,2024-38,Berlin,Region Ost,3,f,60-199,89111,GKV,,39,1962
1045,2024-38,Berlin,Region Ost,3,f,60-199,89111,GKV,Hypertonie,1,50
1046,2024-38,Berlin,Region Ost,3,f,60-199,89112,GKV,,5,251
1047,2024-38,Berlin,Region Ost,3,f,60-199,89112,GKV,Hypertonie,2,101
1048,2024-38,Berlin,Region Ost,3,m,30-59,89111,GKV,,1,50
1049,2024-38,Berlin,Region Ost,3,m,30-59,89112,GKV,,2,101
1050,2024-38,Berlin,Region Ost,3,m,60-199,0por,PKV,,1,50
1051,2024-38,Berlin,Region Ost,3,m,60-199,1,PKV,,1,50
1052,2024-38,Berlin,Region Ost,3,m,60-199,375,PKV,,3,151
1053,2024-38,Berlin,Region Ost,3,m,60-199,377,PKV,,1,50
1054,2024-38,Berlin,Region Ost,3,m,60-199,89111,GKV,,7,352
1055,2024-38,Berlin,Region Ost,3,m,60-199,89111,GKV,,19,956
1056,2024-38,Berlin,Region Ost,3,m,60-199,89112,GKV,,1,50
1057,2024-38,Berlin,Region Ost,3,m,60-199,89112,GKV,Hypertonie,1,50
1058,2024-38,Brandenburg,Region Ost,1,f,30-59,89111,GKV,,1,5
1059,2024-38,Brandenburg,Region Ost,1,f,30-59,89112,GKV,,12,63
1060,2024-38,Brandenburg,Region Ost,1,f,30-59,89112,GKV,Asthma,1,5
1061,2024-38,Brandenburg,Region Ost,1,f,30-59,89112,GKV,Hypertonie,1,5
1062,2024-38,Brandenburg,Region Ost,1,f,60-199,250,PKV,,1,5
1063,2024-38,Brandenburg,Region Ost,1,f,60-199,375,PKV,,1,5
1064,2024-38,Brandenburg,Region Ost,1,f,60-199,89111,GKV,,3,16
1065,2024-38,Brandenburg,Region Ost,1,f,60-199,89111,GKV,Diabetes T2,2,10
1066,2024-38,Brandenburg,Region Ost,1,f,60-199,89111,GKV,Hypertonie,1,5
1067,2024-38,Brandenburg,Region Ost,1,f,60-199,89111,GKV,,92,483
1068,2024-38,Brandenburg,Region Ost,1,f,60-199,89111,GKV,Chronische Herzkreislauf,1,5
1069,2024-38,Brandenburg,Region Ost,1,f,60-199,89111,GKV,Diabetes T2,1,5
1070,2024-38,Brandenburg,Region Ost,1,f,60-199,89111,GKV,Hypertonie,6,32
1071,2024-38,Brandenburg,Region Ost,1,m,0-29,89112,GKV,,3,16
1072,2024-38,Brandenburg,Region Ost,1,m,30-59,89111,GKV,,1,5
1073,2024-38,Brandenburg,Region Ost,1,m,30-59,89112,GKV,,1,5
1074,2024-38,Brandenburg,Region Ost,1,m,30-59,89112,GKV,,6,32
1075,2024-38,Brandenburg,Region Ost,1,m,30-59,89112,GKV,Asthma,1,5
1076,2024-38,Brandenburg,Region Ost,1,m,30-59,89112,GKV,Hypertonie,1,5
1077,2024-38,Brandenburg,Region Ost,1,m,60-199,375,PKV,,2,10
1078,2024-38,Brandenburg,Region Ost,1,m,60-199,89111,GKV,,2,10
1079,2024-38,Brandenburg,Region Ost,1,m,60-199,89111,GKV,,71,373
1080,2024-38,Brandenburg,Region Ost,1,m,60-199,89111,GKV,Chronische Leberkrankheit,1,5
1081,2024-38,Brandenburg,Region Ost,1,m,60-199,89111,GKV,Diabetes T2,3,16
1082,2024-38,Brandenburg,Region Ost,1,m,60-199,89111,GKV,Hypertonie,3,16
1083,2024-38,Brandenburg,Region Ost,3,f,0-29,375,PKV,,1,99
1084,2024-38,Brandenburg,Region Ost,3,f,30-59,89112,GKV,,1,99
1085,2024-38,Brandenburg,Region Ost,3,f,30-59,89112,GKV,,4,397
1086,2024-38,Brandenburg,Region Ost,3,f,60-199,375,PKV,,1,99
1087,2024-38,Brandenburg,Region Ost,3,f,60-199,89111,GKV,,11,1091
1088,2024-38,Brandenburg,Region Ost,3,f,60-199,89111,GKV,Hypertonie,2,198
1089,2024-38,Brandenburg,Region Ost,3,f,60-199,89111,GKV,,29,2875
1090,2024-38,Brandenburg,Region Ost,3,f,60-199,89111,GKV,Asthma,1,99
1091,2024-38,Brandenburg,Region Ost,3,f,60-199,89111,GKV,COPD,1,99
1092,2024-38,Brandenburg,Region Ost,3,f,60-199,89111,GKV,Diabetes T2,1,99
1093,2024-38,Brandenburg,Region Ost,3,f,60-199,89111,GKV,Hypertonie,7,694
