week;kvregion;region;specialization;gender;age_group;insurancecode;insurancetype;risk_groups;absolute;extrapolated
2024-38;Saarland;Region West;3;m;60-199;89112;GKV;Asthma;1;41
2024-38;Saarland;Region West;3;m;60-199;89112;GKV;Chronische Herzkreislauf;1;41
2024-38;Saarland;Region West;3;m;60-199;89112;GKV;nan;1;41
2024-38;Sachsen;Region Ost;1;f;30-59;375;PKV;nan;1;112
2024-38;Sachsen;Region Ost;1;f;30-59;89112;GKV;nan;12;1338
2024-38;Sachsen;Region Ost;1;f;60-199;375;PKV;nan;1;112
2024-38;Sachsen;Region Ost;1;f;60-199;89111;GKV;Chronische Herzkreislauf;1;112
2024-38;Sachsen;Region Ost;1;f;60-199;89111;GKV;Diabetes T2;2;223
2024-38;Sachsen;Region Ost;1;f;60-199;89111;GKV;Hypertonie;4;446
2024-38;Sachsen;Region Ost;1;f;60-199;89111;GKV;nan;49;5465
2024-38;Sachsen;Region Ost;1;f;60-199;89112;GKV;nan;1;112
2024-38;Sachsen;Region Ost;1;m;0-29;89112;GKV;nan;1;112
2024-38;Sachsen;Region Ost;1;m;30-59;89112;GKV;Chronische Leberkrankheit;1;112
2024-38;Sachsen;Region Ost;1;m;30-59;89112;GKV;nan;7;781
2024-38;Sachsen;Region Ost;1;m;60-199;89111;GKV;Asthma;1;112
2024-38;Sachsen;Region Ost;1;m;60-199;89111;GKV;Chronische Herzkreislauf;2;223
2024-38;Sachsen;Region Ost;1;m;60-199;89111;GKV;Diabetes T2;2;223
2024-38;Sachsen;Region Ost;1;m;60-199;89111;GKV;Hypertonie;5;558
2024-38;Sachsen;Region Ost;1;m;60-199;89111;GKV;nan;55;6134
2024-38;Sachsen;Region Ost;3;f;60-199;89111;GKV;nan;7;515
2024-38;Sachsen;Region Ost;3;m;30-59;89112;GKV;nan;1;74
2024-38;Sachsen;Region Ost;3;m;60-199;89111;GKV;nan;7;515
2024-38;Sachsen-Anhalt;Region Ost;1;f;0-29;89112;GKV;nan;1;45
2024-38;Sachsen-Anhalt;Region Ost;1;f;30-59;375;PKV;nan;2;90
2024-38;Sachsen-Anhalt;Region Ost;1;f;30-59;89112;GKV;Chronische Leberkrankheit;1;45
2024-38;Sachsen-Anhalt;Region Ost;1;f;30-59;89112;GKV;Hypertonie;3;135
2024-38;Sachsen-Anhalt;Region Ost;1;f;30-59;89112;GKV;nan;28;1257
2024-38;Sachsen-Anhalt;Region Ost;1;f;60-199;2;PKV;nan;1;45
2024-38;Sachsen-Anhalt;Region Ost;1;f;60-199;89111;GKV;Asthma;2;90
2024-38;Sachsen-Anhalt;Region Ost;1;f;60-199;89111;GKV;Chronische Herzkreislauf;2;90
2024-38;Sachsen-Anhalt;Region Ost;1;f;60-199;89111;GKV;Chronische Leberkrankheit;2;90
2024-38;Sachsen-Anhalt;Region Ost;1;f;60-199;89111;GKV;Diabetes T1;1;45
2024-38;Sachsen-Anhalt;Region Ost;1;f;60-199;89111;GKV;Diabetes T2;4;180
2024-38;Sachsen-Anhalt;Region Ost;1;f;60-199;89111;GKV;Hypertonie;8;359
2024-38;Sachsen-Anhalt;Region Ost;1;f;60-199;89111;GKV;nan;185;8306
2024-38;Sachsen-Anhalt;Region Ost;1;f;60-199;89112;GKV;nan;4;180
2024-38;Sachsen-Anhalt;Region Ost;1;m;0-29;89112;GKV;nan;2;90
2024-38;Sachsen-Anhalt;Region Ost;1;m;30-59;89112;GKV;Diabetes T2;1;45
2024-38;Sachsen-Anhalt;Region Ost;1;m;30-59;89112;GKV;nan;19;853
2024-38;Sachsen-Anhalt;Region Ost;1;m;60-199;89111;GKV;Diabetes T2;6;269
2024-38;Sachsen-Anhalt;Region Ost;1;m;60-199;89111;GKV;Hypertonie;6;269
2024-38;Sachsen-Anhalt;Region Ost;1;m;60-199;89111;GKV;nan;150;6735
2024-38;Sachsen-Anhalt;Region Ost;1;m;60-199;89112;GKV;nan;1;45
2024-38;Sachsen-Anhalt;Region Ost;3;f;30-59;89112;GKV;nan;6;299
2024-38;Sachsen-Anhalt;Region Ost;3;f;60-199;89111;GKV;Chronische Herzkreislauf;1;50
2024-38;Sachsen-Anhalt;Region Ost;3;f;60-199;89111;GKV;Diabetes T2;2;100
2024-38;Sachsen-Anhalt;Region Ost;3;f;60-199;89111;GKV;Hypertonie;4;199
2024-38;Sachsen-Anhalt;Region Ost;3;f;60-199;89111;GKV;nan;40;1991
2024-38;Sachsen-Anhalt;Region Ost;3;m;0-29;89112;GKV;nan;2;100
2024-38;Sachsen-Anhalt;Region Ost;3;m;30-59;89112;GKV;nan;1;50
2024-38;Sachsen-Anhalt;Region Ost;3;m;60-199;89111;GKV;Chronische Herzkreislauf;1;50
2024-38;Sachsen-Anhalt;Region Ost;3;m;60-199;89111;GKV;Chronische Leberkrankheit;1;50
2024-38;Sachsen-Anhalt;Region Ost;3;m;60-199;89111;GKV;Diabetes T2;3;149
2024-38;Sachsen-Anhalt;Region Ost;3;m;60-199;89111;GKV;Hypertonie;4;199
2024-38;Sachsen-Anhalt;Region Ost;3;m;60-199;89111;GKV;nan;35;1742
2024-38;Schleswig-Holstein;Region Nord;1;f;0-29;40111;GKV;nan;2;64
2024-38;Schleswig-Holstein;Region Nord;1;f;30-59;375;PKV;nan;2;64
2024-38;Schleswig-Holstein;Region Nord;1;f;30-59;89111;GKV;nan;1;32
2024-38;Schleswig-Holstein;Region Nord;1;f;30-59;89112;GKV;Chronische Leberkrankheit;1;32
2024-38;Schleswig-Holstein;Region Nord;1;f;30-59;89112;GKV;nan;23;736
2024-38;Schleswig-Holstein;Region Nord;1;f;60-199;1;PKV;nan;2;64
2024-38;Schleswig-Holstein;Region Nord;1;f;60-199;375;PKV;Diabetes T2;1;32
2024-38;Schleswig-Holstein;Region Nord;1;f;60-199;375;PKV;nan;6;192
2024-38;Schleswig-Holstein;Region Nord;1;f;60-199;89111;GKV;COPD;1;32
2024-38;Schleswig-Holstein;Region Nord;1;f;60-199;89111;GKV;Hypertonie;8;256
2024-38;Schleswig-Holstein;Region Nord;1;f;60-199;89111;GKV;nan;81;2592
2024-38;Schleswig-Holstein;Region Nord;1;f;60-199;89112;GKV;nan;9;288
2024-38;Schleswig-Holstein;Region Nord;1;m;0-29;40111;GKV;nan;1;32
2024-38;Schleswig-Holstein;Region Nord;1;m;0-29;89112;GKV;Asthma;1;32
2024-38;Schleswig-Holstein;Region Nord;1;m;30-59;89111;GKV;nan;1;32
2024-38;Schleswig-Holstein;Region Nord;1;m;30-59;89112;GKV;Chronische Leberkrankheit;1;32
2024-38;Schleswig-Holstein;Region Nord;1;m;30-59;89112;GKV;Hypertonie;2;64
2024-38;Schleswig-Holstein;Region Nord;1;m;30-59;89112;GKV;nan;16;512
2024-38;Schleswig-Holstein;Region Nord;1;m;60-199;250;PKV;nan;1;32
2024-38;Schleswig-Holstein;Region Nord;1;m;60-199;375;PKV;nan;6;192
2024-38;Schleswig-Holstein;Region Nord;1;m;60-199;377;PKV;nan;2;64
2024-38;Schleswig-Holstein;Region Nord;1;m;60-199;89111;GKV;Asthma;1;32
2024-38;Schleswig-Holstein;Region Nord;1;m;60-199;89111;GKV;Chronische Herzkreislauf;2;64
2024-38;Schleswig-Holstein;Region Nord;1;m;60-199;89111;GKV;Diabetes T2;6;192
2024-38;Schleswig-Holstein;Region Nord;1;m;60-199;89111;GKV;Hypertonie;5;160
2024-38;Schleswig-Holstein;Region Nord;1;m;60-199;89111;GKV;nan;48;1536
2024-38;Schleswig-Holstein;Region Nord;1;m;60-199;89112;GKV;nan;8;256
2024-38;Schleswig-Holstein;Region Nord;2;f;30-59;89112;GKV;nan;2;106
2024-38;Schleswig-Holstein;Region Nord;2;f;60-199;89111;GKV;nan;2;106
2024-38;Schleswig-Holstein;Region Nord;2;m;30-59;89112;GKV;nan;6;318
2024-38;Schleswig-Holstein;Region Nord;2;m;60-199;89111;GKV;nan;3;159
2024-38;Schleswig-Holstein;Region Nord;3;f;0-29;89112;GKV;nan;1;19
2024-38;Schleswig-Holstein;Region Nord;3;f;30-59;375;PKV;nan;2;38
2024-38;Schleswig-Holstein;Region Nord;3;f;30-59;89111;GKV;nan;2;38
2024-38;Schleswig-Holstein;Region Nord;3;f;30-59;89112;GKV;Diabetes T2;1;19
2024-38;Schleswig-Holstein;Region Nord;3;f;30-59;89112;GKV;Hypertonie;1;19
2024-38;Schleswig-Holstein;Region Nord;3;f;30-59;89112;GKV;nan;28;538
2024-38;Schleswig-Holstein;Region Nord;3;f;60-199;2;PKV;nan;2;38
2024-38;Schleswig-Holstein;Region Nord;3;f;60-199;375;PKV;nan;6;115
2024-38;Schleswig-Holstein;Region Nord;3;f;60-199;377;PKV;nan;2;38
2024-38;Schleswig-Holstein;Region Nord;3;f;60-199;5;PKV;nan;1;19
2024-38;Schleswig-Holstein;Region Nord;3;f;60-199;89111;GKV;Asthma;3;58
2024-38;Schleswig-Holstein;Region Nord;3;f;60-199;89111;GKV;COPD;1;19
2024-38;Schleswig-Holstein;Region Nord;3;f;60-199;89111;GKV;Chronische Herzkreislauf;3;57
2024-38;Schleswig-Holstein;Region Nord;3;f;60-199;89111;GKV;Diabetes T2;8;154
2024-38;Schleswig-Holstein;Region Nord;3;f;60-199;89111;GKV;Hypertonie;9;173
2024-38;Schleswig-Holstein;Region Nord;3;f;60-199;89111;GKV;nan;144;2768
2024-38;Schleswig-Holstein;Region Nord;3;f;60-199;89112;GKV;COPD;1;19
2024-38;Schleswig-Holstein;Region Nord;3;f;60-199;89112;GKV;Chronische Herzkreislauf;1;19
2024-38;Schleswig-Holstein;Region Nord;3;f;60-199;89112;GKV;Diabetes T2;1;19
2024-38;Schleswig-Holstein;Region Nord;3;f;60-199;89112;GKV;nan;2;38
2024-38;Schleswig-Holstein;Region Nord;3;m;30-59;375;PKV;nan;1;19
2024-38;Schleswig-Holstein;Region Nord;3;m;30-59;89112;GKV;Chronische Herzkreislauf;2;38
2024-38;Schleswig-Holstein;Region Nord;3;m;30-59;89112;GKV;Diabetes T2;1;19
2024-38;Schleswig-Holstein;Region Nord;3;m;30-59;89112;GKV;Hypertonie;2;38
2024-38;Schleswig-Holstein;Region Nord;3;m;30-59;89112;GKV;nan;24;461
2024-38;Schleswig-Holstein;Region Nord;3;m;60-199;1;PKV;nan;3;57
2024-38;Schleswig-Holstein;Region Nord;3;m;60-199;2;PKV;nan;3;58
2024-38;Schleswig-Holstein;Region Nord;3;m;60-199;3;PKV;nan;1;19
2024-38;Schleswig-Holstein;Region Nord;3;m;60-199;375;PKV;nan;12;230
2024-38;Schleswig-Holstein;Region Nord;3;m;60-199;377;PKV;nan;1;19
2024-38;Schleswig-Holstein;Region Nord;3;m;60-199;5;PKV;nan;1;19
2024-38;Schleswig-Holstein;Region Nord;3;m;60-199;89111;GKV;COPD;1;19
2024-38;Schleswig-Holstein;Region Nord;3;m;60-199;89111;GKV;Chronische Herzkreislauf;8;154
2024-38;Schleswig-Holstein;Region Nord;3;m;60-199;89111;GKV;Diabetes T2;9;173
2024-38;Schleswig-Holstein;Region Nord;3;m;60-199;89111;GKV;Hypertonie;4;77
2024-38;Schleswig-Holstein;Region Nord;3;m;60-199;89111;GKV;nan;95;1827
2024-38;Schleswig-Holstein;Region Nord;3;m;60-199;89112;GKV;Chronische Herzkreislauf;2;38
2024-38;Schleswig-Holstein;Region Nord;3;m;60-199;89112;GKV;Diabetes T2;2;38
2024-38;Schleswig-Holstein;Region Nord;3;m;60-199;89112;GKV;Hypertonie;2;38
2024-38;Schleswig-Holstein;Region Nord;3;m;60-199;89112;GKV;nan;1;19
2024-38;Thüringen;Region Ost;1;f;0-29;1;PKV;nan;1;25
2024-38;Thüringen;Region Ost;1;f;30-59;89112;GKV;Asthma;1;25
2024-38;Thüringen;Region Ost;1;f;30-59;89112;GKV;Hypertonie;1;25
2024-38;Thüringen;Region Ost;1;f;30-59;89112;GKV;nan;15;374
2024-38;Thüringen;Region Ost;1;f;60-199;2;PKV;nan;1;25
2024-38;Thüringen;Region Ost;1;f;60-199;375;PKV;nan;1;25
2024-38;Thüringen;Region Ost;1;f;60-199;89111;GKV;COPD;2;50
2024-38;Thüringen;Region Ost;1;f;60-199;89111;GKV;Chronische Herzkreislauf;3;75
2024-38;Thüringen;Region Ost;1;f;60-199;89111;GKV;Diabetes T1;1;25
2024-38;Thüringen;Region Ost;1;f;60-199;89111;GKV;Diabetes T2;9;225
2024-38;Thüringen;Region Ost;1;f;60-199;89111;GKV;Hypertonie;15;374
2024-38;Thüringen;Region Ost;1;f;60-199;89111;GKV;nan;106;2645
2024-38;Thüringen;Region Ost;1;f;60-199;89112;GKV;nan;1;25
2024-38;Thüringen;Region Ost;1;m;0-29;89112;GKV;Diabetes T2;1;25
2024-38;Thüringen;Region Ost;1;m;30-59;89112;GKV;Diabetes T2;1;25
2024-38;Thüringen;Region Ost;1;m;30-59;89112;GKV;nan;5;125
2024-38;Thüringen;Region Ost;1;m;60-199;1;PKV;nan;1;25
2024-38;Thüringen;Region Ost;1;m;60-199;2;PKV;nan;1;25
2024-38;Thüringen;Region Ost;1;m;60-199;375;PKV;nan;4;100
2024-38;Thüringen;Region Ost;1;m;60-199;89111;GKV;Asthma;1;25
2024-38;Thüringen;Region Ost;1;m;60-199;89111;GKV;COPD;1;25
2024-38;Thüringen;Region Ost;1;m;60-199;89111;GKV;Diabetes T2;3;75
2024-38;Thüringen;Region Ost;1;m;60-199;89111;GKV;Hypertonie;11;274
2024-38;Thüringen;Region Ost;1;m;60-199;89111;GKV;nan;89;2221
2024-38;Thüringen;Region Ost;1;m;60-199;89112;GKV;nan;2;50
2024-38;Thüringen;Region Ost;3;f;30-59;89112;GKV;nan;1;44
2024-38;Thüringen;Region Ost;3;f;60-199;89111;GKV;Chronische Herzkreislauf;1;44
2024-38;Thüringen;Region Ost;3;f;60-199;89111;GKV;Chronische Leberkrankheit;1;44
2024-38;Thüringen;Region Ost;3;f;60-199;89111;GKV;Diabetes T2;1;44
2024-38;Thüringen;Region Ost;3;f;60-199;89111;GKV;Hypertonie;3;134
2024-38;Thüringen;Region Ost;3;f;60-199;89111;GKV;nan;16;712
2024-38;Thüringen;Region Ost;3;f;60-199;89112;GKV;nan;1;44
2024-38;Thüringen;Region Ost;3;m;30-59;89112;GKV;nan;2;89
2024-38;Thüringen;Region Ost;3;m;60-199;89111;GKV;Hypertonie;1;44
2024-38;Thüringen;Region Ost;3;m;60-199;89111;GKV;nan;21;934
2024-39;Baden-Württemberg;Region Süd;1;f;0-29;1;PKV;nan;1;45
2024-39;Baden-Württemberg;Region Süd;1;f;0-29;2;PKV;nan;2;91
2024-39;Baden-Württemberg;Region Süd;1;f;0-29;3;PKV;nan;1;45
2024-39;Baden-Württemberg;Region Süd;1;f;0-29;375;PKV;nan;5;227
2024-39;Baden-Württemberg;Region Süd;1;f;0-29;89112;GKV;Asthma;1;45
2024-39;Baden-Württemberg;Region Süd;1;f;0-29;89112;GKV;nan;1;45
2024-39;Baden-Württemberg;Region Süd;1;f;0-29;89112Y;GKV;nan;2;91
2024-39;Baden-Württemberg;Region Süd;1;f;0-29;89133;GKV;nan;1;45
2024-39;Baden-Württemberg;Region Süd;1;f;30-59;2;PKV;nan;1;45
2024-39;Baden-Württemberg;Region Süd;1;f;30-59;3574;PKV;Hypertonie;1;45
2024-39;Baden-Württemberg;Region Süd;1;f;30-59;375;GKV;nan;1;45
2024-39;Baden-Württemberg;Region Süd;1;f;30-59;375;PKV;nan;4;181
2024-39;Baden-Württemberg;Region Süd;1;f;30-59;89112;GKV;Hypertonie;1;45
2024-39;Baden-Württemberg;Region Süd;1;f;30-59;89112;GKV;nan;29;1317
2024-39;Baden-Württemberg;Region Süd;1;f;30-59;89112Y;GKV;nan;1;45
2024-39;Baden-Württemberg;Region Süd;1;f;30-59;89133;GKV;nan;1;45
2024-39;Baden-Württemberg;Region Süd;1;f;60-199;1;PKV;nan;1;45
2024-39;Baden-Württemberg;Region Süd;1;f;60-199;3574;PKV;nan;1;45
2024-39;Baden-Württemberg;Region Süd;1;f;60-199;3587H1;PKV;nan;1;45
2024-39;Baden-Württemberg;Region Süd;1;f;60-199;375;PKV;nan;16;727
2024-39;Baden-Württemberg;Region Süd;1;f;60-199;377;PKV;nan;2;91
2024-39;Baden-Württemberg;Region Süd;1;f;60-199;89111;GKV;Chronische Herzkreislauf;1;45
2024-39;Baden-Württemberg;Region Süd;1;f;60-199;89111;GKV;Diabetes T2;1;45
2024-39;Baden-Württemberg;Region Süd;1;f;60-199;89111;GKV;Hypertonie;4;181
2024-39;Baden-Württemberg;Region Süd;1;f;60-199;89111;GKV;nan;206;9360
2024-39;Baden-Württemberg;Region Süd;1;f;60-199;89112;GKV;nan;3;136
2024-39;Baden-Württemberg;Region Süd;1;m;0-29;2;PKV;nan;1;45
2024-39;Baden-Württemberg;Region Süd;1;m;0-29;375;PKV;nan;1;45
2024-39;Baden-Württemberg;Region Süd;1;m;0-29;89112;GKV;nan;2;91
2024-39;Baden-Württemberg;Region Süd;1;m;0-29;89133;GKV;nan;1;45
2024-39;Baden-Württemberg;Region Süd;1;m;30-59;2;PKV;nan;3;136
2024-39;Baden-Württemberg;Region Süd;1;m;30-59;3555;PKV;nan;1;45
2024-39;Baden-Württemberg;Region Süd;1;m;30-59;377;PKV;nan;1;45
2024-39;Baden-Württemberg;Region Süd;1;m;30-59;89112;GKV;nan;36;1635
2024-39;Baden-Württemberg;Region Süd;1;m;60-199;1;PKV;nan;1;45
2024-39;Baden-Württemberg;Region Süd;1;m;60-199;2;PKV;nan;6;273
2024-39;Baden-Württemberg;Region Süd;1;m;60-199;200;PKV;nan;1;45
2024-39;Baden-Württemberg;Region Süd;1;m;60-199;250;PKV;nan;1;45
2024-39;Baden-Württemberg;Region Süd;1;m;60-199;3;PKV;nan;1;45
2024-39;Baden-Württemberg;Region Süd;1;m;60-199;375;PKV;Diabetes T2;1;45
2024-39;Baden-Württemberg;Region Süd;1;m;60-199;375;PKV;nan;18;817
2024-39;Baden-Württemberg;Region Süd;1;m;60-199;377;PKV;nan;5;227
2024-39;Baden-Württemberg;Region Süd;1;m;60-199;5;PKV;nan;1;45
2024-39;Baden-Württemberg;Region Süd;1;m;60-199;89111;GKV;Chronische Herzkreislauf;1;45
2024-39;Baden-Württemberg;Region Süd;1;m;60-199;89111;GKV;Diabetes T2;4;181
2024-39;Baden-Württemberg;Region Süd;1;m;60-199;89111;GKV;Hypertonie;8;363
2024-39;Baden-Württemberg;Region Süd;1;m;60-199;89111;GKV;nan;152;6906
2024-39;Baden-Württemberg;Region Süd;1;m;60-199;89112;GKV;nan;4;181
2024-39;Baden-Württemberg;Region Süd;2;f;60-199;375;PKV;nan;1;87
2024-39;Baden-Württemberg;Region Süd;2;f;60-199;89111;GKV;nan;1;87
2024-39;Baden-Württemberg;Region Süd;2;m;30-59;7;PKV;nan;1;87
2024-39;Baden-Württemberg;Region Süd;2;m;60-199;377;PKV;nan;1;87
2024-39;Baden-Württemberg;Region Süd;2;m;60-199;89111;GKV;nan;7;612
2024-39;Baden-Württemberg;Region Süd;3;f;0-29;89112;GKV;Asthma;1;63
2024-39;Baden-Württemberg;Region Süd;3;f;30-59;03003;GKV;nan;1;63
2024-39;Baden-Württemberg;Region Süd;3;f;30-59;89111;GKV;nan;1;63
2024-39;Baden-Württemberg;Region Süd;3;f;30-59;89112;GKV;Diabetes T1;1;63
2024-39;Baden-Württemberg;Region Süd;3;f;30-59;89112;GKV;nan;28;1774
2024-39;Baden-Württemberg;Region Süd;3;f;60-199;3574;PKV;nan;1;63
2024-39;Baden-Württemberg;Region Süd;3;f;60-199;375;PKV;nan;5;316
2024-39;Baden-Württemberg;Region Süd;3;f;60-199;89111;GKV;Diabetes T1;1;63
2024-39;Baden-Württemberg;Region Süd;3;f;60-199;89111;GKV;Diabetes T2;4;253
2024-39;Baden-Württemberg;Region Süd;3;f;60-199;89111;GKV;Hypertonie;1;63
2024-39;Baden-Württemberg;Region Süd;3;f;60-199;89111;GKV;nan;119;7540
2024-39;Baden-Württemberg;Region Süd;3;m;30-59;1;PKV;nan;1;63
2024-39;Baden-Württemberg;Region Süd;3;m;30-59;89112;GKV;nan;23;1457
2024-39;Baden-Württemberg;Region Süd;3;m;60-199;1;PKV;nan;1;63
2024-39;Baden-Württemberg;Region Süd;3;m;60-199;252;PKV;nan;1;63
2024-39;Baden-Württemberg;Region Süd;3;m;60-199;3;PKV;nan;1;63
2024-39;Baden-Württemberg;Region Süd;3;m;60-199;3573H1;PKV;nan;1;63
2024-39;Baden-Württemberg;Region Süd;3;m;60-199;375;GKV;nan;1;63
2024-39;Baden-Württemberg;Region Süd;3;m;60-199;375;PKV;COPD;1;63
2024-39;Baden-Württemberg;Region Süd;3;m;60-199;375;PKV;Diabetes T2;1;63
2024-39;Baden-Württemberg;Region Süd;3;m;60-199;375;PKV;nan;8;507
2024-39;Baden-Württemberg;Region Süd;3;m;60-199;377;PKV;Hypertonie;1;63
2024-39;Baden-Württemberg;Region Süd;3;m;60-199;377;PKV;nan;1;63
2024-39;Baden-Württemberg;Region Süd;3;m;60-199;89111;GKV;Chronische Herzkreislauf;1;63
2024-39;Baden-Württemberg;Region Süd;3;m;60-199;89111;GKV;Chronische Leberkrankheit;1;63
2024-39;Baden-Württemberg;Region Süd;3;m;60-199;89111;GKV;Diabetes T2;3;190
2024-39;Baden-Württemberg;Region Süd;3;m;60-199;89111;GKV;Hypertonie;1;63
2024-39;Baden-Württemberg;Region Süd;3;m;60-199;89111;GKV;nan;93;5893
2024-39;Bayern;Region Süd;1;f;0-29;375;PKV;nan;1;47
2024-39;Bayern;Region Süd;1;f;0-29;89111;GKV;nan;1;47
2024-39;Bayern;Region Süd;1;f;0-29;89112;GKV;nan;6;285
2024-39;Bayern;Region Süd;1;f;0-29;89112Z;GKV;nan;3;142
2024-39;Bayern;Region Süd;1;f;30-59;375;PKV;nan;4;190
2024-39;Bayern;Region Süd;1;f;30-59;5;PKV;nan;1;47
2024-39;Bayern;Region Süd;1;f;30-59;89111;GKV;Hypertonie;2;95
2024-39;Bayern;Region Süd;1;f;30-59;89111;GKV;nan;8;380
2024-39;Bayern;Region Süd;1;f;30-59;89112;GKV;Asthma;1;47
2024-39;Bayern;Region Süd;1;f;30-59;89112;GKV;Diabetes T2;4;190
2024-39;Bayern;Region Süd;1;f;30-59;89112;GKV;Hypertonie;1;47
2024-39;Bayern;Region Süd;1;f;30-59;89112;GKV;nan;59;2801
2024-39;Bayern;Region Süd;1;f;30-59;89112Y;GKV;Hypertonie;1;47
2024-39;Bayern;Region Süd;1;f;30-59;89112Z;GKV;Asthma;1;47
2024-39;Bayern;Region Süd;1;f;30-59;89112Z;GKV;Hypertonie;1;47
2024-39;Bayern;Region Süd;1;f;30-59;89112Z;GKV;nan;39;1851
2024-39;Bayern;Region Süd;1;f;60-199;2;PKV;nan;2;95
2024-39;Bayern;Region Süd;1;f;60-199;209;PKV;nan;1;47
2024-39;Bayern;Region Süd;1;f;60-199;375;PKV;Chronische Herzkreislauf;1;47
2024-39;Bayern;Region Süd;1;f;60-199;375;PKV;nan;18;855
2024-39;Bayern;Region Süd;1;f;60-199;377;PKV;nan;2;95
2024-39;Bayern;Region Süd;1;f;60-199;7;PKV;nan;1;47
2024-39;Bayern;Region Süd;1;f;60-199;89111;GKV;Asthma;2;95
2024-39;Bayern;Region Süd;1;f;60-199;89111;GKV;COPD;3;142
2024-39;Bayern;Region Süd;1;f;60-199;89111;GKV;Chronische Herzkreislauf;4;190
2024-39;Bayern;Region Süd;1;f;60-199;89111;GKV;Chronische Leberkrankheit;3;142
2024-39;Bayern;Region Süd;1;f;60-199;89111;GKV;Diabetes T2;14;665
2024-39;Bayern;Region Süd;1;f;60-199;89111;GKV;Hypertonie;19;902
2024-39;Bayern;Region Süd;1;f;60-199;89111;GKV;nan;336;15952
2024-39;Bayern;Region Süd;1;f;60-199;89112;GKV;Diabetes T2;1;47
2024-39;Bayern;Region Süd;1;f;60-199;89112;GKV;Hypertonie;1;47
2024-39;Bayern;Region Süd;1;f;60-199;89112;GKV;nan;17;807
2024-39;Bayern;Region Süd;1;m;0-29;89112;GKV;nan;2;95
2024-39;Bayern;Region Süd;1;m;0-29;89112Z;GKV;nan;5;237
2024-39;Bayern;Region Süd;1;m;30-59;2;PKV;nan;1;47
2024-39;Bayern;Region Süd;1;m;30-59;375;PKV;nan;3;142
2024-39;Bayern;Region Süd;1;m;30-59;377;PKV;nan;1;47
2024-39;Bayern;Region Süd;1;m;30-59;89111;GKV;nan;9;427
2024-39;Bayern;Region Süd;1;m;30-59;89112;GKV;Chronische Herzkreislauf;2;95
2024-39;Bayern;Region Süd;1;m;30-59;89112;GKV;Chronische Leberkrankheit;1;47
2024-39;Bayern;Region Süd;1;m;30-59;89112;GKV;Diabetes T2;7;332
2024-39;Bayern;Region Süd;1;m;30-59;89112;GKV;Hypertonie;1;47
2024-39;Bayern;Region Süd;1;m;30-59;89112;GKV;nan;37;1757
2024-39;Bayern;Region Süd;1;m;30-59;89112Z;GKV;nan;26;1234
2024-39;Bayern;Region Süd;1;m;60-199;1;PKV;nan;1;47
2024-39;Bayern;Region Süd;1;m;60-199;2;PKV;nan;4;190
2024-39;Bayern;Region Süd;1;m;60-199;252;PKV;nan;1;47
2024-39;Bayern;Region Süd;1;m;60-199;375;PKV;Asthma;1;47
2024-39;Bayern;Region Süd;1;m;60-199;375;PKV;COPD;1;47
2024-39;Bayern;Region Süd;1;m;60-199;375;PKV;Chronische Herzkreislauf;1;47
2024-39;Bayern;Region Süd;1;m;60-199;375;PKV;Diabetes T2;1;47
2024-39;Bayern;Region Süd;1;m;60-199;375;PKV;Hypertonie;1;47
2024-39;Bayern;Region Süd;1;m;60-199;375;PKV;nan;29;1376
2024-39;Bayern;Region Süd;1;m;60-199;377;PKV;nan;3;142
2024-39;Bayern;Region Süd;1;m;60-199;7;PKV;Diabetes T2;1;47
2024-39;Bayern;Region Süd;1;m;60-199;7;PKV;Hypertonie;1;47
2024-39;Bayern;Region Süd;1;m;60-199;89111;GKV;Asthma;1;47
2024-39;Bayern;Region Süd;1;m;60-199;89111;GKV;COPD;3;142
2024-39;Bayern;Region Süd;1;m;60-199;89111;GKV;Chronische Herzkreislauf;9;427
2024-39;Bayern;Region Süd;1;m;60-199;89111;GKV;Chronische Leberkrankheit;2;95
2024-39;Bayern;Region Süd;1;m;60-199;89111;GKV;Diabetes T2;11;522
2024-39;Bayern;Region Süd;1;m;60-199;89111;GKV;Hypertonie;9;427
2024-39;Bayern;Region Süd;1;m;60-199;89111;GKV;nan;264;12533
2024-39;Bayern;Region Süd;1;m;60-199;89112;GKV;COPD;1;47
2024-39;Bayern;Region Süd;1;m;60-199;89112;GKV;Chronische Herzkreislauf;1;47
2024-39;Bayern;Region Süd;1;m;60-199;89112;GKV;Diabetes T2;1;47
2024-39;Bayern;Region Süd;1;m;60-199;89112;GKV;Hypertonie;1;47
2024-39;Bayern;Region Süd;1;m;60-199;89112;GKV;nan;8;380
2024-39;Bayern;Region Süd;2;f;60-199;89111;GKV;Hypertonie;1;73
2024-39;Bayern;Region Süd;2;f;60-199;89111;GKV;nan;13;949
2024-39;Bayern;Region Süd;2;f;60-199;89112;GKV;nan;1;73
2024-39;Bayern;Region Süd;2;m;30-59;375;PKV;nan;1;73
2024-39;Bayern;Region Süd;2;m;60-199;375;PKV;nan;3;219
2024-39;Bayern;Region Süd;2;m;60-199;377;PKV;nan;1;73
2024-39;Bayern;Region Süd;2;m;60-199;89111;GKV;nan;9;657
2024-39;Bayern;Region Süd;2;m;60-199;89112;GKV;nan;1;73
2024-39;Bayern;Region Süd;3;f;0-29;89112;GKV;nan;2;127
